,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
13,13,Poland,"2,854,079","+2,167","71,664 ",+55,"2,600,974","+5,339","181,441","1,589","75,484","1,895","15,184,082","401,584","37,810,486 ",Europe,13,528,2,57,1,"4,799"
14,14,Iran,"2,751,166","+11,291","76,936 ",+303,"2,226,122","+15,271","448,108","5,337","32,395",906,"18,018,878","212,172","84,925,931 ",Asia,31,"1,104",5,133,4,"5,276"
15,15,Mexico,"2,380,690","+2,695","220,380 ",+221,"1,899,742","+2,155","260,568","4,798","18,298","1,694","6,846,110","52,618","130,109,231 ",North America,55,590,19,21,2,"2,003"
16,16,Ukraine,"2,153,864","+3,620","48,075 ",+133,"1,857,724","+7,921","248,065",177,"49,509","1,105","9,841,788","226,225","43,504,483 ",Europe,20,905,4,83,3,"5,702"
17,17,Peru,"1,884,596",,"65,911 ",,"1,720,665",,"98,020","2,676","56,475","1,975","12,034,432","360,633","33,370,299 ",South America,18,506,3,,,"2,937"
18,18,Indonesia,"1,739,750","+3,080","48,093 ",+126,"1,600,857","+3,790","90,800",,"6,303",174,"15,481,111","56,084","276,035,532 ",Asia,159,"5,740",18,11,0.5,329
19,19,Czechia,"1,652,840",+596,"29,901 ",+8,"1,592,263",+27,"30,676",270,"154,093","2,788","21,298,436","1,985,631","10,726,281 ",Europe,6,359,1,56,0.7,"2,860"
20,20,South Africa,"1,611,143",,"55,183 ",,"1,523,243",,"32,717",546,"26,871",920,"11,087,505","184,922","59,957,669 ",Africa,37,"1,087",5,,,546
21,21,Netherlands,"1,598,164","+4,436","17,449 ",+13,"1,369,607","+8,885","211,108",681,"93,090","1,016","13,524,699","787,791","17,167,883 ",Europe,11,984,1,258,0.8,"12,297"
22,22,Canada,"1,326,596","+2,915","24,940 ",+32,"1,230,854","+3,984","70,802","1,344","34,883",656,"33,383,698","877,832","38,029,713 ",North America,29,"1,525",1,77,0.8,"1,862"
23,23,Chile,"1,286,548","+6,296","27,832 ",+98,"1,220,351","+5,534","38,365","2,954","66,803","1,445","13,947,396","724,209","19,258,802 ",South America,15,692,1,327,5,"1,992"
24,24,Philippines,"1,143,963","+5,790","19,191 ",+140,"1,069,868","+7,541","54,904","1,819","10,320",173,"12,618,348","113,836","110,846,594 ",Asia,97,"5,776",9,52,1,495
25,25,Iraq,"1,139,373","+2,456","15,954 ",+24,"1,045,240","+5,624","78,179",456,"27,787",389,"9,872,873","240,783","41,003,148 ",Asia,36,"2,570",4,60,0.6,"1,907"
26,26,Romania,"1,071,899",+565,"29,523 ",+38,"1,025,145","+1,323","17,231",777,"56,045","1,544","8,678,223","453,747","19,125,685 ",Europe,18,648,2,30,2,901
27,27,Sweden,"1,037,126",,"14,275 ",,"892,260","+14,107","130,591",306,"102,139","1,406","9,481,745","933,791","10,154,031 ",Europe,10,711,1,,,"12,861"
28,28,Belgium,"1,030,071","+1,967","24,686 ",+22,"910,652","+4,679","94,733",622,"88,543","2,122","13,252,380","1,139,155","11,633,513 ",Europe,11,471,1,169,2,"8,143"
29,29,Pakistan,"877,130","+2,379","19,543 ",+76,"788,768","+5,288","68,819","4,376","3,905",87,"12,444,042","55,404","224,606,051 ",Asia,256,"11,493",18,11,0.3,306
30,30,Portugal,"841,848",,"17,006 ",,"802,671",,"22,171",71,"82,771","1,672","11,133,009","1,094,607","10,170,786 ",Europe,12,598,1,,,"2,180"
31,31,Israel,"839,117",,"6,381 ",,"831,981",,755,66,"91,232",694,"14,487,253","1,575,114","9,197,590 ",Asia,11,"1,441",1,,,82
32,32,Hungary,"798,147",+718,"29,175 ",+61,"625,088","+6,480","143,884",261,"82,804","3,027","5,638,662","584,986","9,638,965 ",Europe,12,330,2,74,6,"14,927"
33,33,Bangladesh,"780,159",+363,"12,149 ",+25,"722,036",+601,"45,974","1,149","4,697",73,"5,707,716","34,360","166,114,622 ",Asia,213,"13,673",29,2,0.2,277
34,34,Jordan,"724,154",+809,"9,259 ",+16,"710,445",,"4,450",729,"70,367",900,"6,940,992","674,464","10,291,121 ",Asia,14,"1,111",1,79,2,432
35,35,Serbia,"706,458",+568,"6,681 ",+17,"677,135","+2,127","22,642",99,"81,140",767,"4,009,511","460,510","8,706,675 ",Europe,12,"1,303",2,65,2,"2,601"
36,36,Switzerland,"679,510",,"10,731 ",+1,"617,283",,"51,496",187,"78,018","1,232","7,273,942","835,159","8,709,646 ",Europe,13,812,1,,0.1,"5,913"
37,37,Japan,"677,988","+6,425","11,463 ",+98,"590,044","+5,274","76,481","1,223","5,375",91,"13,084,423","103,730","126,138,855 ",Asia,186,"11,004",10,51,0.8,606
38,38,Austria,"637,097",+673,"10,474 ",+4,"616,148","+1,345","10,475",293,"70,389","1,157","36,393,075","4,020,847","9,051,096 ",Europe,14,864,0,74,0.4,"1,157"
39,39,UAE,"546,182","+1,251","1,631 ",+2,"526,302","+1,222","18,249",,"54,650",163,"46,919,907","4,694,746","9,994,131 ",Asia,18,"6,128",0,125,0.2,"1,826"
40,40,Lebanon,"535,446",,"7,602 ",,"497,198",,"30,646",333,"78,756","1,118","4,163,257","612,353","6,798,783 ",Asia,13,894,2,,,"4,508"
41,41,Morocco,"514,944",+127,"9,098 ",,"503,181",+297,"2,665",96,"13,809",244,"6,380,889","171,114","37,290,353 ",Africa,72,"4,099",6,3,,71
42,42,Malaysia,"470,110","+3,780","1,902 ",+36,"426,319","+3,990","41,889",520,"14,365",58,"10,503,288","320,948","32,725,875 ",Asia,70,"17,206",3,116,1,"1,280"
43,43,Nepal,"455,020","+7,316","5,001 ",+145,"339,756","+6,648","110,263",,"15,377",169,"2,771,020","93,645","29,590,786 ",Asia,65,"5,917",11,247,5,"3,726"
44,44,Saudi Arabia,"432,269",,"7,147 ",,"416,759",,"8,363","1,331","12,251",203,"17,916,457","507,779","35,283,944 ",Asia,82,"4,937",2,,,237
45,45,Bulgaria,"414,041",,"17,250 ",,"362,327",,"34,464",501,"59,982","2,499","2,663,903","385,917","6,902,783 ",Europe,17,400,3,,,"4,993"
46,46,Ecuador,"409,520",,"19,692 ",,"342,878",,"46,950",593,"22,910","1,102","1,366,625","76,453","17,875,364 ",South America,44,908,13,,,"2,627"
47,47,Slovakia,"387,523",+103,"12,224 ",+21,"370,895",+343,"4,404",193,"70,950","2,238","2,762,414","505,756","5,461,946 ",Europe,14,447,2,19,4,806
48,48,Belarus,"376,341","+1,627","2,701 ",+10,"367,097","+1,842","6,543",,"39,839",286,"6,090,900","644,771","9,446,615 ",Europe,25,"3,497",2,172,1,693
49,49,Greece,"375,831",,"11,365 ",,"335,156",,"29,310",661,"36,212","1,095","8,832,737","851,050","10,378,639 ",Europe,28,913,1,,,"2,824"
50,50,Panama,"370,533",,"6,296 ",,"358,938",,"5,299",105,"84,719","1,440","2,516,022","575,268","4,373,653 ",North America,12,695,2,,,"1,212"
51,51,Kazakhstan,"358,104","+2,459","4,054 ",+15,"316,003","+3,166","38,047",221,"18,876",214,"10,749,824","566,625","18,971,673 ",Asia,53,"4,680",2,130,0.8,"2,005"
52,52,Croatia,"350,390",+480,"7,708 ",+21,"336,450","+1,113","6,232",181,"85,813","1,888","1,927,262","472,001","4,083,174 ",Europe,12,530,2,118,5,"1,526"
53,53,Georgia,"330,375",+968,"4,442 ",+16,"308,821",+903,"17,112",,"82,957","1,115","4,579,651","1,149,946","3,982,492 ",Asia,12,897,1,243,4,"4,297"
54,54,Azerbaijan,"329,843",+472,"4,779 ",+11,"314,900","+1,122","10,164",,"32,279",468,"3,384,053","331,166","10,218,586 ",Asia,31,"2,138",3,46,1,995
55,55,Bolivia,"329,733",,"13,451 ",,"269,288",,"46,994",200,"27,917","1,139","1,299,971","110,063","11,811,166 ",South America,36,878,9,,,"3,979"
56,56,Tunisia,"325,832",,"11,779 ",,"286,940",,"27,113",445,"27,321",988,"1,383,545","116,011","11,926,024 ",Africa,37,"1,012",9,,,"2,273"
57,57,Paraguay,"311,746",,"7,534 ",,"258,338",,"45,874",584,"43,246","1,045","1,188,141","164,823","7,208,585 ",South America,23,957,6,,,"6,364"
58,58,Palestine,"303,658",,"3,423 ",,"291,191",,"9,044",78,"58,351",658,"1,787,484","343,486","5,203,952 ",Asia,17,"1,520",3,,,"1,738"
59,59,Kuwait,"290,801",,"1,687 ",,"276,792",,"12,322",194,"67,232",390,"2,453,107","567,147","4,325,344 ",Asia,15,"2,564",2,,,"2,849"
60,60,Costa Rica,"282,741",,"3,547 ",,"221,903",,"57,291",489,"55,067",691,"1,093,074","212,887","5,134,536 ",North America,18,"1,448",5,,,"11,158"
61,61,Dominican Republic,"277,188",+916,"3,582 ",+13,"233,830",+399,"39,776",289,"25,332",327,"1,478,358","135,104","10,942,402 ",North America,39,"3,055",7,84,1,"3,635"
62,62,Denmark,"266,503",+964,"2,502 ",,"250,951",+694,"13,050",32,"45,870",431,"46,740,649","8,044,924","5,809,955 ",Europe,22,"2,322",0,166,,"2,246"
63,63,Ethiopia,"265,832",,"3,976 ",,"218,866",,"42,990",596,"2,264",34,"2,648,487","22,555","117,424,460 ",Africa,442,"29,533",44,,,366
64,64,Lithuania,"265,536",+740,"4,103 ",+14,"239,915",+213,"21,518",185,"98,746","1,526","3,105,619","1,154,901","2,689,077 ",Europe,10,655,1,275,5,"8,002"
65,65,Ireland,"254,870",,"4,941 ",,"237,461",+297,"12,468",39,"51,120",991,"4,729,538","948,625","4,985,679 ",Europe,20,"1,009",1,,,"2,501"
66,66,Moldova,"253,845",+109,"6,027 ",+11,"244,857",+193,"2,961",149,"63,055","1,497","1,048,032","260,330","4,025,790 ",Europe,16,668,4,27,3,736
67,67,Slovenia,"249,310",+292,"4,324 ",+4,"237,424",+363,"7,562",120,"119,907","2,080","1,230,743","591,935","2,079,187 ",Europe,8,481,2,140,2,"3,637"
68,68,Egypt,"244,520",,"14,269 ",,"180,577",,"49,674",90,"2,351",137,"2,715,258","26,107","104,005,913 ",Africa,425,"7,289",38,,,478
69,69,Guatemala,"241,117",,"7,872 ",,"220,536",,"12,709",5,"13,246",432,"1,342,689","73,764","18,202,607 ",North America,75,"2,312",14,,,698
70,70,Uruguay,"238,079",,"3,419 ",,"206,670",,"27,990",496,"68,331",981,"1,993,646","572,195","3,484,208 ",South America,15,"1,019",2,,,"8,033"
71,71,Honduras,"225,964",+708,"5,954 ",+17,"82,561",+12,"137,449",536,"22,504",593,"676,623","67,385","10,041,171 ",North America,44,"1,686",15,71,2,"13,689"
72,72,Armenia,"220,860",+131,"4,323 ",+9,"208,454",+354,"8,083",,"74,412","1,457","1,036,673","349,276","2,968,066 ",Asia,13,687,3,44,3,"2,723"
73,73,Venezuela,"214,231",,"2,382 ",,"198,033",,"13,816",316,"7,552",84,"3,359,014","118,418","28,365,690 ",South America,132,"11,908",8,,,487
74,74,Qatar,"213,183",+256,530 ,+4,"207,077",+770,"5,576",205,"75,925",189,"1,970,800","701,901","2,807,805 ",Asia,13,"5,298",1,91,1,"1,986"
75,75,Oman,"205,511",+588,"2,193 ",+9,"190,342","+3,951","12,976",255,"39,379",420,"1,550,000","297,001","5,218,833 ",Asia,25,"2,380",3,113,2,"2,486"
76,76,Bosnia and Herzegovina,"202,143",,"8,981 ",,"168,549",,"24,613",,"61,950","2,752","937,964","287,454","3,263,010 ",Europe,16,363,3,,,"7,543"
77,77,Bahrain,"199,093",,737 ,,"182,535",,"15,821",160,"113,605",421,"4,336,159","2,474,270","1,752,500 ",Asia,9,"2,378",0,,,"9,028"
78,78,Libya,"181,179",,"3,085 ",,"167,629",,"10,465",,"26,060",444,"981,532","141,180","6,952,358 ",Africa,38,"2,254",7,,,"1,505"
79,79,Nigeria,"165,702",,"2,066 ",,"156,412",,"7,224",11,787,10,"1,977,479","9,392","210,554,790 ",Africa,"1,271","101,914",106,,,34
80,80,Kenya,"165,465",+86,"3,003 ",+2,"113,612",+123,"48,850",117,"3,020",55,"1,744,393","31,834","54,795,867 ",Africa,331,"18,247",31,2,0.04,891
81,81,North Macedonia,"154,698",+62,"5,211 ",+14,"145,851",+245,"3,636",111,"74,256","2,501","756,480","363,116","2,083,299 ",Europe,13,400,3,30,7,"1,745"
82,82,Myanmar,"143,065",+6,"3,212 ",,"132,115",+15,"7,738",,"2,614",59,"2,601,770","47,541","54,726,968 ",Asia,383,"17,038",21,0.1,,141
83,83,Sri Lanka,"142,203","+1,732",941 ,,"118,322","+1,102","22,940",,"6,617",44,"3,075,321","143,096","21,491,378 ",Asia,151,"22,839",7,81,,"1,067"
84,84,Albania,"132,015",+37,"2,432 ",+3,"124,312","+1,231","5,271",18,"45,917",846,"674,402","234,570","2,875,058 ",Europe,22,"1,182",4,13,1,"1,833"
85,85,S. Korea,"131,671",+610,"1,900 ",+4,"121,764",+482,"8,007",150,"2,566",37,"9,336,614","181,973","51,307,617 ",Asia,390,"27,004",5,12,0.08,156
86,86,Latvia,"127,978",+381,"2,266 ",+9,"117,231",+804,"8,481",78,"68,512","1,213","2,490,506","1,333,264","1,867,977 ",Europe,15,824,1,204,5,"4,540"
87,87,Estonia,"127,053",+131,"1,222 ",+2,"118,678",+125,"7,153",36,"95,722",921,"1,359,778","1,024,460","1,327,312 ",Europe,10,"1,086",1,99,2,"5,389"
88,88,Algeria,"125,194",,"3,366 ",,"87,251",,"34,577",28,"2,811",76,"230,861","5,184","44,536,979 ",Africa,356,"13,231",193,,,776
89,89,Cuba,"124,454","+1,233",804 ,+8,"116,660","+1,155","6,990",126,"10,994",71,"3,993,104","352,729","11,320,592 ",North America,91,"14,080",3,109,0.7,617
90,90,Norway,"119,186",+134,774 ,,"88,952",,"29,460",22,"21,837",142,"5,423,294","993,625","5,458,089 ",Europe,46,"7,052",1,25,,"5,397"
91,91,Thailand,"101,447","+2,302",589 ,+24,"65,803","+2,136","35,055","1,228","1,450",8,"8,124,896","116,149","69,952,465 ",Asia,690,"118,765",9,33,0.3,501
92,92,Kyrgyzstan,"100,473",+224,"1,703 ",+8,"93,602",+300,"5,168",85,"15,183",257,"1,056,526","159,657","6,617,489 ",Asia,66,"3,886",6,34,1,781
93,93,Montenegro,"98,852",+74,"1,561 ",+1,"95,902",+101,"1,389",60,"157,374","2,485","395,033","628,898","628,135 ",Europe,6,402,2,118,2,"2,211"
94,94,Uzbekistan,"96,670",+302,668 ,+1,"92,111",+280,"3,891",23,"2,852",20,"1,377,915","40,659","33,889,912 ",Asia,351,"50,733",25,9,0.03,115
95,95,Ghana,"93,243",,783 ,,"91,146",,"1,314",7,"2,948",25,"1,118,523","35,358","31,634,244 ",Africa,339,"40,401",28,,,42
96,96,Zambia,"92,409",,"1,260 ",,"90,777",,372,39,"4,908",67,"1,468,388","77,988","18,828,356 ",Africa,204,"14,943",13,,,20
97,97,Finland,"90,105",+227,931 ,,"46,000",,"43,174",28,"16,240",168,"4,763,903","858,637","5,548,216 ",Europe,62,"5,959",1,41,,"7,782"
98,98,Cameroon,"74,946",,"1,152 ",,"70,497",,"3,297",385,"2,764",42,"1,518,411","55,995","27,116,872 ",Africa,362,"23,539",18,,,122
99,99,El Salvador,"71,479",+149,"2,187 ",+5,"66,903",+127,"2,389",22,"10,972",336,"956,458","146,816","6,514,677 ",North America,91,"2,979",7,23,0.8,367
100,100,Cyprus,"70,899",,346 ,,"39,061",,"31,492",51,"58,353",285,"5,817,258","4,787,867","1,215,000 ",Asia,17,"3,512",0,,,"25,919"
101,101,Mozambique,"70,410",,826 ,,"68,710",,874,21,"2,200",26,"535,701","16,735","32,011,270 ",Africa,455,"38,755",60,,,27
102,102,Luxembourg,"69,028",,806 ,,"66,183",,"2,039",30,"108,739","1,270","2,760,597","4,348,725","634,806 ",Europe,9,788,0,,,"3,212"
103,103,Afghanistan,"63,598",+114,"2,745  ",+3,"54,686",+23,"6,167","1,124","1,603",69,"430,854","10,856","39,686,591 ",Asia,624,"14,458",92,3,0.08,155
104,104,Singapore,"61,585",+49,31 ,,"61,062",,492,3,"10,455",5,"10,441,802","1,772,701","5,890,336 ",Asia,96,"190,011",1,8,,84
105,105,Namibia,"51,113",+164,710 ,+5,"48,049",+103,"2,354",66,"19,805",275,"409,042","158,496","2,580,766 ",Africa,50,"3,635",6,64,2,912
106,106,Botswana,"49,656",,761 ,,"46,640",,"2,255",1,"20,753",318,"1,089,391","455,293","2,392,727 ",Africa,48,"3,144",2,,,942
107,107,Mongolia,"48,642",+541,207 ,+2,"40,900","+1,336","7,535",103,"14,633",62,"2,827,220","850,534","3,324,054 ",Asia,68,"16,058",1,163,0.6,"2,267"
108,108,Jamaica,"47,319",+86,860 ,+17,"23,124",+111,"23,335",18,"15,919",289,"354,313","119,200","2,972,414 ",North America,63,"3,456",8,29,6,"7,851"
109,109,Ivory Coast,"46,619",+84,297 ,+2,"46,031",+25,291,,"1,730",11,"608,960","22,602","26,942,755 ",Africa,578,"90,716",44,3,0.07,11
110,110,Maldives,"43,782",,96 ,+2,"28,013",,"15,673",90,"79,779",175,"791,330","1,441,949","548,792 ",Asia,13,"5,717",1,,4,"28,559"
111,111,Uganda,"42,779",+105,347 ,,"41,971",,461,24,910,7,"1,059,988","22,560","46,986,235 ",Africa,"1,098","135,407",44,2,,10
112,112,Senegal,"40,850",+22,"1,125 ",+1,"39,573",+15,152,9,"2,385",66,"497,971","29,079","17,125,015 ",Africa,419,"15,222",34,1,0.06,9
113,113,Madagascar,"40,141",+136,763 ,+9,"37,823",+150,"1,555",290,"1,418",27,"195,576","6,909","28,305,993 ",Africa,705,"37,098",145,5,0.3,55
114,114,Zimbabwe,"38,554",,"1,582 ",,"36,318",,654,12,"2,562",105,"445,047","29,570","15,050,578 ",Africa,390,"9,514",34,,,43
115,115,Sudan,"34,272",,"2,446 ",,"27,949",,"3,877",,766,55,"232,965","5,208","44,734,464 ",Africa,"1,305","18,289",192,,,87
116,116,Malawi,"34,210",,"1,153 ",,"32,206",,851,11,"1,749",59,"238,793","12,210","19,556,967 ",Africa,572,"16,962",82,,,44
117,117,DRC,"30,562",+16,776 ,,"26,603",,"3,183",,333,8,"155,288","1,690","91,909,568 ",Africa,"3,007","118,440",592,0.2,,35
118,118,Malta,"30,480",+2,417 ,,"29,905",+21,158,,"68,871",942,"897,257","2,027,392","442,567 ",Europe,15,"1,061",0,5,,357
119,119,Angola,"30,354",,655 ,,"25,703",,"3,996",22,899,19,"527,590","15,633","33,747,724 ",Africa,"1,112","51,523",64,,,118
120,120,Australia,"29,975",+8,910 ,,"28,900",,165,1,"1,164",35,"17,507,840","679,738","25,756,749 ",Australia/Oceania,859,"28,304",1,0.3,,6
121,121,Cabo Verde,"27,951",,246 ,,"24,683",,"3,022",23,"49,803",438,"158,645","282,673","561,231 ",Africa,20,"2,281",4,,,"5,385"
122,122,Rwanda,"26,099",,343 ,,"24,694",,"1,062",2,"1,973",26,"1,367,795","103,388","13,229,676 ",Africa,507,"38,570",10,,,80
123,123,Gabon,"23,799",,143 ,,"20,379",,"3,277",15,"10,479",63,"767,445","337,912","2,271,138 ",Africa,95,"15,882",3,,,"1,443"
124,124,Syria,"23,693",,"1,693 ",,"20,483",,"1,517",,"1,326",95,"103,566","5,796","17,868,109 ",Asia,754,"10,554",173,,,85
125,125,Guinea,"22,746",,151 ,,"20,366",,"2,229",24,"1,692",11,"445,243","33,127","13,440,368 ",Africa,591,"89,009",30,,,166
126,126,Réunion,"22,644",,169 ,,"21,603",,872,36,"25,136",188,"102,720","114,023","900,867 ",Africa,40,"5,331",9,,,968
127,127,Cambodia,"22,184",+350,150 ,+3,"12,120","+1,380","9,914",,"1,311",9,"1,058,549","62,563","16,919,695 ",Asia,763,"112,798",16,21,0.2,586
128,128,French Guiana,"21,465",,108 ,,"9,995",,"11,362",28,"70,292",354,"234,758","768,768","305,369 ",South America,14,"2,827",1,,,"37,207"
129,129,Mayotte,"20,176",,171 ,,"2,964",,"17,041",6,"72,444",614,"176,919","635,245","278,505 ",Africa,14,"1,629",2,,,"61,187"
130,130,French Polynesia,"18,815",,141 ,,"18,650",,24,1,"66,644",499,"26,355","93,352","282,320 ",Australia/Oceania,15,"2,002",11,,,85
131,131,Mauritania,"18,806",,457 ,,"18,056",,293,14,"3,955",96,"248,944","52,352","4,755,216 ",Africa,253,"10,405",19,,,62
132,132,Eswatini,"18,519",,671 ,,"17,799",,49,3,"15,820",573,"198,582","169,642","1,170,597 ",Africa,63,"1,745",6,,,42
133,133,Guadeloupe,"16,017",,221 ,,"2,242",,"13,554",33,"40,024",552,"195,404","488,285","400,184 ",North America,25,"1,811",2,,,"33,869"
134,134,Trinidad and Tobago,"15,899",,276 ,,"10,065",,"5,558",15,"11,329",197,"152,265","108,495","1,403,433 ",North America,88,"5,085",9,,,"3,960"
135,135,Guyana,"15,168",,338 ,,"12,886",,"1,944",16,"19,204",428,"136,112","172,326","789,854 ",South America,52,"2,337",6,,,"2,461"
136,136,Somalia,"14,486",,753 ,,"6,325",,"7,408",,890,46,"120,132","7,381","16,275,966 ",Africa,"1,124","21,615",135,,,455
137,137,Mali,"14,190",+14,511 ,,"9,227",+49,"4,452",,684,25,"284,272","13,697","20,754,150 ",Africa,"1,463","40,615",73,0.7,,215
138,138,Papua New Guinea,"13,707",,136 ,,"11,034",,"2,537",,"1,507",15,"110,286","12,128","9,093,792 ",Australia/Oceania,663,"66,866",82,,,279
139,139,Andorra,"13,510",,127 ,,"13,155",,228,12,"174,609","1,641","193,595","2,502,100","77,373 ",Europe,6,609,0,,,"2,947"
140,140,Burkina Faso,"13,395",,164 ,,"13,199",,32,,626,8,"183,827","8,591","21,398,126 ",Africa,"1,597","130,476",116,,,1
141,141,Haiti,"13,353",,271 ,,"12,414",,668,,"1,159",24,"60,085","5,214","11,523,184 ",North America,863,"42,521",192,,,58
142,143,Togo,"13,265",,125 ,,"11,882",,"1,258",,"1,570",15,"322,535","38,186","8,446,480 ",Africa,637,"67,572",26,,,149
143,144,Belize,"12,714",,323 ,,"12,337",,54,1,"31,480",800,"124,603","308,514","403,881 ",North America,32,"1,250",3,,,134
144,145,Curaçao,"12,249",,119 ,,"12,065",,65,18,"74,382",723,"103,551","628,813","164,677 ",North America,13,"1,384",2,,,395
145,146,Suriname,"11,828",,224 ,,"10,184",,"1,420",29,"20,007",379,"55,432","93,762","591,199 ",South America,50,"2,639",11,,,"2,402"
146,147,Hong Kong,"11,825",+3,210 ,,"11,525",+3,90,2,"1,566",28,"14,841,321","1,965,778","7,549,846 ",Asia,638,"35,952",1,0.4,,12
147,148,Martinique,"11,736",,90 ,,98,,"11,548",24,"31,295",240,"170,302","454,125","375,011 ",North America,32,"4,167",2,,,"30,794"
148,149,Djibouti,"11,434",+20,151 ,,"11,266",,17,,"11,429",151,"154,011","153,940","1,000,461 ",Africa,87,"6,626",6,20,,17
149,150,Congo,"11,343",,148 ,,"8,208",,"2,987",,"2,013",26,"141,948","25,188","5,635,467 ",Africa,497,"38,077",40,,,530
150,151,Bahamas,"11,024",,216 ,,"9,967",,841,5,"27,803",545,"91,550","230,891","396,508 ",North America,36,"1,836",4,,,"2,121"
151,152,Aruba,"10,849",,104 ,,"10,649",,96,14,"101,241",971,"157,193","1,466,900","107,160 ",North America,10,"1,030",1,,,896
152,153,Lesotho,"10,790",+8,320 ,,"6,427",,"4,043",,"5,002",148,"87,981","40,788","2,157,010 ",Africa,200,"6,741",25,4,,"1,874"
153,154,South Sudan,"10,652",,115 ,,"10,462",,75,,942,10,"159,088","14,069","11,307,657 ",Africa,"1,062","98,327",71,,,7
154,155,Seychelles,"9,184",,32 ,,"6,413",,"2,739",,"92,883",324,"21,504","217,482","98,877 ",Africa,11,"3,090",5,,,"27,701"
155,156,Benin,"7,995",,101 ,,"7,652",,242,35,645,8,"595,112","48,003","12,397,467 ",Africa,"1,551","122,747",21,,,20
156,157,Equatorial Guinea,"7,694",,112 ,,"7,279",,303,7,"5,333",78,"123,169","85,374","1,442,699 ",Africa,188,"12,881",12,,,210
157,158,Nicaragua,"7,086",,184 ,,"4,225",,"2,677",,"1,059",27,,,"6,692,974 ",North America,945,"36,375",,,,400
158,159,CAR,"6,866",,95 ,,"5,112",,"1,659",2,"1,401",19,"40,907","8,344","4,902,527 ",Africa,714,"51,606",120,,,338
159,160,Yemen,"6,543",+5,"1,289 ",+4,"3,023",+9,"2,231",23,215,42,"36,546","1,202","30,394,199 ",Asia,"4,645","23,580",832,0.2,0.1,73
160,161,Iceland,"6,537",,29 ,,"6,445",,63,3,"19,049",85,"622,370","1,813,596","343,169 ",Europe,52,"11,833",1,,,184
161,162,Gambia,"5,940",,175 ,,"5,674",,91,3,"2,400",71,"76,379","30,857","2,475,268 ",Africa,417,"14,144",32,,,37
162,163,Niger,"5,330",,192 ,,"4,953",,185,2,214,8,"102,163","4,093","24,960,694 ",Africa,"4,683","130,004",244,,,7
