,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
54,Azerbaijan,329371,377,4768,14,313778,1318,10825,0,32233,467,3375679,330355,10218336,Asia
55,Tunisia,325280,0,11727,0,286230,0,27323,445,27276,983,1380132,115728,11925686,Africa
56,Paraguay,309638,0,7482,0,256345,0,45811,590,42955,1038,1182111,163992,7208345,South America
57,Palestine,303270,0,3401,0,288891,0,10978,78,58281,654,1784690,342970,5203627,Asia
58,Kuwait,290006,0,1681,0,275745,0,12580,190,67051,389,2446116,565554,4325171,Asia
59,Costa Rica,282741,0,3547,0,221903,0,57291,489,55068,691,1093074,212892,5134409,North America
60,Dominican Republic,275378,0,3565,0,232925,0,38888,275,25167,326,1468228,134181,10942105,North America
61,Denmark,265539,1074,2502,3,250257,770,12780,33,45705,431,46271866,7964314,5809900,Europe
62,Ethiopia,265413,0,3964,0,217370,0,44079,620,2260,34,2644565,22523,117416656,Africa
63,Lithuania,264724,1141,4088,2,239702,2271,20934,169,98440,1520,3093727,1150435,2689180,Europe
64,Ireland,254870,0,4941,0,237164,0,12765,39,51122,991,4729538,948653,4985528,Europe
65,Moldova,253736,169,6016,10,244664,177,3056,148,63027,1494,1045418,259679,4025815,Europe
66,Slovenia,249014,494,4320,6,237061,1012,7633,121,119765,2078,1228272,590747,2079186,Europe
67,Egypt,243317,0,14206,0,179817,0,49294,90,2340,137,2715258,26108,104000632,Africa
68,Guatemala,240170,0,7845,0,219456,0,12869,5,13195,431,1336353,73419,18201700,North America
69,Uruguay,235206,0,3369,0,204051,0,27786,515,67507,967,1980797,568512,3484175,South America
70,Honduras,225256,1334,5937,39,82549,362,136770,536,22434,591,673368,67064,10040740,North America
71,Armenia,220729,282,4314,13,208100,636,8315,0,74368,1453,1033513,348213,2968051,Asia
72,Venezuela,212998,0,2366,0,196759,0,13873,316,7509,83,3359014,118417,28365910,South America
73,Qatar,212927,260,526,2,206307,557,6094,208,75834,187,1967354,700673,2807805,Asia
74,Oman,202713,0,2148,0,186391,0,14174,255,38845,412,1550000,297022,5218477,Asia
75,Bosnia and Herzegovina,202143,0,8981,0,168549,0,24613,0,61949,2752,937964,287449,3263066,Europe
76,Bahrain,197474,0,732,0,181237,0,15505,163,112692,418,4322199,2466533,1752338,Asia
77,Libya,181179,0,3085,0,167629,0,10465,0,26061,444,981532,141185,6952103,Africa
78,Nigeria,165661,0,2066,0,156399,0,7196,11,787,10,1977479,9392,210540789,Africa
79,Kenya,165379,267,3001,25,113489,57,48889,117,3018,55,1741604,31785,54792624,Africa
80,North Macedonia,154636,112,5197,13,145606,2179,3833,111,74226,2495,753923,361889,2083300,Europe
81,Myanmar,143059,24,3212,0,132100,28,7747,0,2614,59,2600857,47525,54725973,Asia
82,Sri Lanka,138085,0,921,0,110108,0,27056,0,6425,43,3075321,143097,21491133,Asia
83,Albania,131939,0,2427,0,122105,0,7407,18,45891,844,669140,232739,2875067,Europe
84,S. Korea,131061,681,1896,3,121282,887,7883,150,2554,37,9319094,181632,51307497,Asia
85,Latvia,127597,544,2257,9,116427,757,8913,78,68306,1208,2484916,1330231,1868034,Europe
86,Estonia,126922,281,1220,3,118553,545,7149,36,95623,919,1356381,1021902,1327310,Europe
87,Algeria,125059,0,3360,0,87137,0,34562,28,2808,75,230861,5184,44534813,Africa
88,Cuba,123221,1383,796,11,115505,961,6920,126,10885,70,3970083,350695,11320611,North America
89,Norway,118927,187,774,0,88952,0,29201,24,21790,142,5423294,993646,5457973,Europe
90,Kyrgyzstan,100249,404,1695,8,93302,349,5252,85,15150,256,1051972,158976,6617195,Asia
91,Thailand,99145,3095,565,17,63667,1351,34913,1234,1417,8,8124896,116150,69951988,Asia
92,Montenegro,98778,75,1560,4,95801,125,1417,60,157256,2484,393555,626545,628135,Europe
93,Uzbekistan,96368,251,667,0,91831,324,3870,23,2844,20,1377915,40660,33888586,Asia
94,Ghana,93243,0,783,0,91146,0,1314,7,2948,25,1118523,35360,31632469,Africa
95,Zambia,92409,53,1260,0,90777,78,372,39,4908,67,1468388,77994,18826944,Africa
96,Finland,89878,192,931,0,46000,0,42947,28,16200,168,4760359,858002,5548192,Europe
97,Cameroon,74946,0,1152,0,70497,0,3297,385,2764,42,1518411,55999,27115061,Africa
98,El Salvador,70915,0,2182,4,66418,0,2315,28,10886,335,946627,145309,6514588,North America
99,Cyprus,70742,0,346,0,39061,0,31335,51,58225,285,5733920,4719369,1214976,Asia
100,Mozambique,70361,0,826,0,68487,0,1048,24,2198,26,534044,16684,32008868,Africa
101,Luxembourg,68922,0,806,0,66183,0,1933,30,108577,1270,2760597,4348917,634778,Europe
102,Afghanistan,63484,72,2742,9,54663,29,6079,1124,1600,69,429452,10822,39684190,Asia
103,Singapore,61536,31,31,0,61047,0,458,3,10447,5,10441802,1772738,5890210,Asia
104,Namibia,50949,216,705,1,47946,170,2298,71,19743,273,407101,157752,2580640,Africa
105,Botswana,49656,0,761,0,46640,0,2255,1,20754,318,1089391,455317,2392597,Africa
106,Mongolia,48101,553,205,5,39564,1234,8332,106,14471,62,2822456,849138,3323909,Asia
107,Jamaica,47150,0,838,0,22895,0,23417,18,15863,282,351564,118277,2972378,North America
108,Ivory Coast,46535,0,295,0,46006,0,234,0,1727,11,608960,22603,26940965,Africa
109,Maldives,42775,0,94,2,27672,0,15009,90,77948,171,788171,1436261,548766,Asia
110,Uganda,42674,0,347,0,41971,0,356,24,908,7,1055305,22462,46982269,Africa
111,Senegal,40828,22,1124,2,39558,29,146,10,2384,66,496463,28993,17123805,Africa
112,Madagascar,40005,117,754,6,37673,242,1578,309,1413,27,194669,6878,28304042,Africa
113,Zimbabwe,38535,0,1582,0,36308,0,645,12,2560,105,443025,29437,15049987,Africa
114,Sudan,34272,0,2446,0,27949,0,3877,0,766,55,232965,5208,44731659,Africa
115,Malawi,34200,0,1153,0,32176,0,871,11,1749,59,238017,12171,19555612,Africa
116,DRC,30546,35,776,1,26603,2,3167,0,332,8,155250,1689,91902095,Africa
117,Malta,30478,4,417,0,29884,7,177,0,68867,942,894803,2021861,442564,Europe
118,Angola,30030,0,651,0,25650,0,3729,22,890,19,527590,15635,33744917,Africa
119,Australia,29962,5,910,0,28886,0,166,1,1163,35,17465839,678129,25755941,Australia/Oceania
120,Cabo Verde,27672,0,244,0,24546,0,2882,23,49307,435,158645,282681,561215,Africa
121,Rwanda,26033,0,343,0,24592,0,1098,1,1968,26,1362483,102994,13228796,Africa
122,Gabon,23799,0,143,0,20379,0,3277,15,10480,63,767445,337934,2270994,Africa
123,Syria,23645,0,1688,0,20197,0,1760,0,1323,94,103566,5797,17866944,Asia
124,Guinea,22746,0,151,0,20366,0,2229,24,1692,11,445243,33130,13439391,Africa
125,Réunion,22644,0,169,0,21603,0,872,36,25136,188,102720,114026,900850,Africa
126,Cambodia,21834,335,147,0,10740,873,10947,0,1290,9,1036373,61255,16919063,Asia
127,French Guiana,21465,0,108,0,9995,0,11362,28,70297,354,234758,768821,305348,South America
128,Mayotte,20176,0,171,0,2964,0,17041,6,72449,614,176919,635286,278487,Africa
129,French Polynesia,18815,0,141,0,18650,0,24,1,66645,499,26355,93353,282316,Australia/Oceania
130,Mauritania,18781,0,457,0,18024,0,300,14,3950,96,248008,52159,4754881,Africa
131,Eswatini,18511,0,671,0,17793,0,47,3,15814,573,197154,168427,1170564,Africa
132,Guadeloupe,16017,0,221,0,2242,0,13554,33,40024,552,195404,488287,400183,North America
133,Trinidad and Tobago,15379,0,265,0,9900,0,5214,15,10958,189,151103,107668,1403420,North America
134,Guyana,14988,0,335,0,12834,0,1819,14,18976,424,135059,170995,789844,South America
135,Somalia,14486,0,753,0,6325,0,7408,0,890,46,120132,7381,16274750,Africa
136,Mali,14163,0,510,0,9157,0,4496,0,682,25,281392,13559,20752550,Africa
137,Papua New Guinea,13707,0,136,0,11034,0,2537,0,1507,15,110286,12128,9093328,Australia/Oceania
138,Andorra,13510,0,127,0,13155,0,228,12,174611,1641,193595,2502133,77372,Europe
139,Burkina Faso,13394,0,164,0,13194,0,36,0,626,8,183292,8566,21396554,Africa
140,Haiti,13353,0,271,0,12414,0,668,0,1159,24,60085,5214,11522804,North America
141,Togo,13244,0,125,0,11847,0,1272,0,1568,15,321577,38075,8445949,Africa
142,Belize,12714,0,323,0,12337,0,54,1,31481,800,124603,308529,403861,North America
143,Curaçao,12246,0,119,0,12059,0,68,18,74365,723,103024,625620,164675,North America
144,Hong Kong,11822,3,210,0,11522,6,90,2,1566,28,14841321,1965821,7549680,Asia
145,Martinique,11736,0,90,0,98,0,11548,24,31295,240,170302,454124,375012,North America
146,Suriname,11707,0,223,0,10112,0,1372,29,19803,377,55126,93247,591185,South America
147,Djibouti,11402,0,151,0,11241,0,10,0,11397,151,153192,153127,1000422,Africa
148,Congo,11343,0,148,0,8208,0,2987,0,2013,26,141948,25190,5635095,Africa
149,Bahamas,11024,0,216,0,9967,0,841,5,27803,545,91550,230896,396498,North America
150,Aruba,10838,0,104,0,10639,0,95,14,101139,971,156663,1461968,107159,North America
151,Lesotho,10782,4,320,0,6427,0,4035,0,4999,148,87254,40452,2156964,Africa
152,South Sudan,10651,0,115,0,10462,0,74,0,942,10,158678,14033,11307299,Africa
153,Seychelles,9184,0,32,0,6413,0,2739,0,92885,324,21504,217487,98875,Africa
154,Benin,7995,0,101,0,7652,0,242,35,645,8,595112,48006,12396596,Africa
155,Equatorial Guinea,7694,0,112,0,7279,0,303,7,5334,78,123169,85381,1442573,Africa
156,Nicaragua,7086,0,184,0,4225,0,2677,0,1059,27,0,0,6692758,North America
157,CAR,6866,0,95,0,5112,0,1659,2,1401,19,40907,8344,4902297,Africa
158,Iceland,6537,0,29,0,6445,0,63,3,19049,85,622370,1813628,343163,Europe
159,Yemen,6523,0,1285,0,3008,0,2230,23,215,42,35043,1153,30392400,Asia
160,Gambia,5940,0,175,0,5674,0,91,3,2400,71,76379,30859,2475082,Africa
161,Niger,5326,0,192,0,4936,0,198,2,213,8,101658,4073,24958286,Africa
162,San Marino,5083,0,90,0,4968,0,25,4,149531,2648,63241,1860412,33993,Europe
163,Chad,4897,0,173,0,4677,0,47,0,291,10,116416,6917,16831306,Africa
164,Saint Lucia,4788,0,75,0,4511,0,202,2,25972,407,42879,232589,184355,North America
165,Gibraltar,4286,0,94,0,4189,0,3,0,127249,2791,242473,7198890,33682,Europe
166,Burundi,4282,0,6,0,773,0,3503,0,351,5,279132,22889,12195292,Africa
167,Timor-Leste,4279,161,8,0,2267,121,2004,0,3193,6,84840,63308,1340122,Asia
168,Sierra Leone,4103,0,79,0,3101,0,923,0,505,10,153257,18881,8116948,Africa
169,Channel Islands,4057,0,86,0,3956,0,15,0,23150,491,454413,2592927,175251,Europe
170,Barbados,3961,0,46,0,3900,0,15,0,13769,160,161835,562552,287680,North America
171,Comoros,3860,0,146,0,3688,0,26,0,4359,165,0,0,885578,Africa
172,Vietnam,3854,38,36,1,2657,0,1161,0,39,4,3091540,31515,98097196,Asia
173,Eritrea,3822,0,12,0,3639,0,171,0,1065,3,23693,6602,3588868,Africa
174,Guinea-Bissau,3745,0,67,0,3427,0,251,9,1865,33,65454,32595,2008086,Africa
175,Liechtenstein,2984,3,58,0,2887,0,39,3,78068,1517,39109,1023180,38223,Europe
176,New Zealand,2645,0,26,0,2601,0,18,0,529,5,2069812,413789,5002100,Australia/Oceania
177,Monaco,2490,0,32,0,2428,0,30,1,63065,810,51953,1315832,39483,Europe
178,Bermuda,2466,4,32,0,2250,16,184,7,39724,515,253555,4084458,62078,North America
179,Turks and Caicos,2404,0,17,0,2365,0,22,2,61374,434,65926,1683074,39170,North America
180,Sao Tome and Principe,2324,0,35,0,2273,0,16,0,10437,157,12999,58377,222673,Africa
181,Sint Maarten,2277,0,27,0,2221,0,29,2,52590,624,26880,620828,43297,North America
182,Liberia,2114,0,85,0,1962,0,67,2,410,16,97875,18968,5160130,Africa
183,St. Vincent Grenadines,1932,0,12,0,1769,0,151,2,17367,108,46829,420950,111246,North America
184,Saint Martin,1773,0,12,0,1399,0,362,7,45188,306,27588,703130,39236,North America
185,Caribbean Netherlands,1591,0,17,0,1558,0,16,0,60188,643,10040,379814,26434,North America
186,Isle of Man,1590,0,29,0,1555,0,6,1,18613,339,44761,523992,85423,Europe
187,Laos,1570,72,2,0,555,42,1013,0,213,3,220053,29871,7366840,Asia
188,Taiwan,1475,185,12,0,1116,9,347,0,62,5,571259,23948,23854195,Asia
189,Mauritius,1280,5,17,0,1131,1,132,0,1005,13,358675,281623,1273600,Africa
190,Bhutan,1279,3,1,0,1154,33,124,0,1642,1,742221,952832,778963,Asia
191,Antigua and Barbuda,1240,0,32,0,1179,0,29,4,12572,324,16700,169318,98631,North America
192,St. Barth,974,0,1,0,462,0,511,0,98354,101,26385,2664344,9903,North America
193,Faeroe Islands,670,1,1,0,663,0,6,0,13667,20,259493,5293183,49024,Europe
194,Cayman Islands,565,0,2,0,547,0,16,0,8510,30,93583,1409595,66390,North America
195,Tanzania,509,0,21,0,183,0,305,7,8,3,0,0,61197893,Africa
196,Wallis and Futuna,445,0,7,0,44,0,394,1,40210,633,17264,1559953,11067,Australia/Oceania
197,Brunei ,232,0,3,0,220,0,9,0,526,7,123068,278998,441107,Asia
198,British Virgin Islands,219,0,1,0,193,0,25,0,7203,33,39777,1308239,30405,North America
199,Dominica,178,0,0,0,176,0,2,0,2467,0,15844,219625,72141,North America
200,Fiji,166,0,4,0,109,0,53,0,184,4,70792,78477,902075,Australia/Oceania
201,New Caledonia,124,0,0,0,58,0,66,0,431,0,31166,108262,287875,Australia/Oceania
202,Anguilla,109,0,0,0,95,6,14,0,7209,0,21728,1437132,15119,North America
203,Vatican City,27,0,0,0,15,0,12,0,33624,0,0,0,803,Europe
204,Western Sahara,10,0,1,0,8,0,1,0,16,2,0,0,609991,Africa
205,Samoa,3,0,0,0,2,0,1,0,15,0,0,0,199557,Australia/Oceania
206,China,90829,14,4636,0,85914,20,279,1,63,3,160000000,111163,1439323776,Asia
207,Tajikistan,13308,0,90,0,13218,0,0,0,1369,9,0,0,9722338,Asia
208,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,Ship
209,Grenada,161,0,1,0,160,0,0,0,1425,9,28684,253897,112975,North America
210,Montserrat,20,0,1,0,19,0,0,0,4004,200,1313,262863,4995,North America
211,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,Ship
212,Vanuatu,4,0,1,0,3,0,0,0,13,3,23000,73405,313331,Australia/Oceania
213,Falkland Islands,63,0,0,0,63,0,0,0,17662,0,7258,2034763,3567,South America
214,Macao,49,0,0,0,49,0,0,0,75,0,4483,6824,656990,Asia
215,Saint Kitts and Nevis,45,0,0,0,45,1,0,0,841,0,14008,261709,53525,North America
216,Greenland,31,0,0,0,31,0,0,0,545,0,20669,363539,56855,North America
217,Saint Pierre Miquelon,25,0,0,0,25,0,0,0,4334,0,5318,921824,5769,North America
218,Solomon Islands,20,0,0,0,20,0,0,0,29,0,4500,6416,701396,Australia/Oceania
219,Marshall Islands,4,0,0,0,4,0,0,0,67,0,0,0,59536,Australia/Oceania
220,Saint Helena,2,0,0,0,2,0,0,0,328,0,0,0,6093,Africa
221,Micronesia,1,0,0,0,1,0,0,0,9,0,0,0,116067,Australia/Oceania
