,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
70,Honduras,225964,708,5954,17,82561,12,137449,536,22504,593,676623,67385,10041171,North America
71,Armenia,220860,131,4323,9,208454,354,8083,0,74412,1457,1036673,349276,2968066,Asia
72,Venezuela,214231,0,2382,0,198033,0,13816,316,7552,84,3359014,118418,28365690,South America
73,Qatar,213183,256,530,4,207077,770,5576,205,75925,189,1970800,701901,2807805,Asia
74,Oman,205511,588,2193,9,190342,3951,12976,255,39379,420,1550000,297001,5218833,Asia
75,Bosnia and Herzegovina,202143,0,8981,0,168549,0,24613,0,61950,2752,937964,287454,3263010,Europe
76,Bahrain,199093,0,737,0,182535,0,15821,160,113605,421,4336159,2474270,1752500,Asia
77,Libya,181179,0,3085,0,167629,0,10465,0,26060,444,981532,141180,6952358,Africa
78,Nigeria,165702,0,2066,0,156412,0,7224,11,787,10,1977479,9392,210554790,Africa
79,Kenya,165465,86,3003,2,113612,123,48850,117,3020,55,1744393,31834,54795867,Africa
80,North Macedonia,154698,62,5211,14,145851,245,3636,111,74256,2501,756480,363116,2083299,Europe
81,Myanmar,143065,6,3212,0,132115,15,7738,0,2614,59,2601770,47541,54726968,Asia
82,Sri Lanka,142203,1732,941,0,118322,1102,22940,0,6617,44,3075321,143096,21491378,Asia
83,Albania,132015,37,2432,3,124312,1231,5271,18,45917,846,674402,234570,2875058,Europe
84,S. Korea,131671,610,1900,4,121764,482,8007,150,2566,37,9336614,181973,51307617,Asia
85,Latvia,127978,381,2266,9,117231,804,8481,78,68512,1213,2490506,1333264,1867977,Europe
86,Estonia,127053,131,1222,2,118678,125,7153,36,95722,921,1359778,1024460,1327312,Europe
87,Algeria,125194,0,3366,0,87251,0,34577,28,2811,76,230861,5184,44536979,Africa
88,Cuba,124454,1233,804,8,116660,1155,6990,126,10994,71,3993104,352729,11320592,North America
89,Norway,119186,134,774,0,88952,0,29460,22,21837,142,5423294,993625,5458089,Europe
90,Thailand,101447,2302,589,24,65803,2136,35055,1228,1450,8,8124896,116149,69952465,Asia
91,Kyrgyzstan,100473,224,1703,8,93602,300,5168,85,15183,257,1056526,159657,6617489,Asia
92,Montenegro,98852,74,1561,1,95902,101,1389,60,157374,2485,395033,628898,628135,Europe
93,Uzbekistan,96670,302,668,1,92111,280,3891,23,2852,20,1377915,40659,33889912,Asia
94,Ghana,93243,0,783,0,91146,0,1314,7,2948,25,1118523,35358,31634244,Africa
95,Zambia,92409,0,1260,0,90777,0,372,39,4908,67,1468388,77988,18828356,Africa
96,Finland,90105,227,931,0,46000,0,43174,28,16240,168,4763903,858637,5548216,Europe
97,Cameroon,74946,0,1152,0,70497,0,3297,385,2764,42,1518411,55995,27116872,Africa
98,El Salvador,71479,149,2187,5,66903,127,2389,22,10972,336,956458,146816,6514677,North America
99,Cyprus,70899,0,346,0,39061,0,31492,51,58353,285,5817258,4787867,1215000,Asia
100,Mozambique,70410,0,826,0,68710,0,874,21,2200,26,535701,16735,32011270,Africa
101,Luxembourg,69028,0,806,0,66183,0,2039,30,108739,1270,2760597,4348725,634806,Europe
102,Afghanistan,63598,114,2745,3,54686,23,6167,1124,1603,69,430854,10856,39686591,Asia
103,Singapore,61585,49,31,0,61062,0,492,3,10455,5,10441802,1772701,5890336,Asia
104,Namibia,51113,164,710,5,48049,103,2354,66,19805,275,409042,158496,2580766,Africa
105,Botswana,49656,0,761,0,46640,0,2255,1,20753,318,1089391,455293,2392727,Africa
106,Mongolia,48642,541,207,2,40900,1336,7535,103,14633,62,2827220,850534,3324054,Asia
107,Jamaica,47319,86,860,17,23124,111,23335,18,15919,289,354313,119200,2972414,North America
108,Ivory Coast,46619,84,297,2,46031,25,291,0,1730,11,608960,22602,26942755,Africa
109,Maldives,43782,0,96,2,28013,0,15673,90,79779,175,791330,1441949,548792,Asia
110,Uganda,42779,105,347,0,41971,0,461,24,910,7,1059988,22560,46986235,Africa
111,Senegal,40850,22,1125,1,39573,15,152,9,2385,66,497971,29079,17125015,Africa
112,Madagascar,40141,136,763,9,37823,150,1555,290,1418,27,195576,6909,28305993,Africa
113,Zimbabwe,38554,0,1582,0,36318,0,654,12,2562,105,445047,29570,15050578,Africa
114,Sudan,34272,0,2446,0,27949,0,3877,0,766,55,232965,5208,44734464,Africa
115,Malawi,34210,0,1153,0,32206,0,851,11,1749,59,238793,12210,19556967,Africa
116,DRC,30562,16,776,0,26603,0,3183,0,333,8,155288,1690,91909568,Africa
117,Malta,30480,2,417,0,29905,21,158,0,68871,942,897257,2027392,442567,Europe
118,Angola,30354,0,655,0,25703,0,3996,22,899,19,527590,15633,33747724,Africa
119,Australia,29975,8,910,0,28900,0,165,1,1164,35,17507840,679738,25756749,Australia/Oceania
120,Cabo Verde,27951,0,246,0,24683,0,3022,23,49803,438,158645,282673,561231,Africa
121,Rwanda,26099,0,343,0,24694,0,1062,2,1973,26,1367795,103388,13229676,Africa
122,Gabon,23799,0,143,0,20379,0,3277,15,10479,63,767445,337912,2271138,Africa
123,Syria,23693,0,1693,0,20483,0,1517,0,1326,95,103566,5796,17868109,Asia
124,Guinea,22746,0,151,0,20366,0,2229,24,1692,11,445243,33127,13440368,Africa
125,Réunion,22644,0,169,0,21603,0,872,36,25136,188,102720,114023,900867,Africa
126,Cambodia,22184,350,150,3,12120,1380,9914,0,1311,9,1058549,62563,16919695,Asia
127,French Guiana,21465,0,108,0,9995,0,11362,28,70292,354,234758,768768,305369,South America
128,Mayotte,20176,0,171,0,2964,0,17041,6,72444,614,176919,635245,278505,Africa
129,French Polynesia,18815,0,141,0,18650,0,24,1,66644,499,26355,93352,282320,Australia/Oceania
130,Mauritania,18806,0,457,0,18056,0,293,14,3955,96,248944,52352,4755216,Africa
131,Eswatini,18519,0,671,0,17799,0,49,3,15820,573,198582,169642,1170597,Africa
132,Guadeloupe,16017,0,221,0,2242,0,13554,33,40024,552,195404,488285,400184,North America
133,Trinidad and Tobago,15899,0,276,0,10065,0,5558,15,11329,197,152265,108495,1403433,North America
134,Guyana,15168,0,338,0,12886,0,1944,16,19204,428,136112,172326,789854,South America
135,Somalia,14486,0,753,0,6325,0,7408,0,890,46,120132,7381,16275966,Africa
136,Mali,14190,14,511,0,9227,49,4452,0,684,25,284272,13697,20754150,Africa
137,Papua New Guinea,13707,0,136,0,11034,0,2537,0,1507,15,110286,12128,9093792,Australia/Oceania
138,Andorra,13510,0,127,0,13155,0,228,12,174609,1641,193595,2502100,77373,Europe
139,Burkina Faso,13395,0,164,0,13199,0,32,0,626,8,183827,8591,21398126,Africa
140,Haiti,13353,0,271,0,12414,0,668,0,1159,24,60085,5214,11523184,North America
141,Togo,13265,0,125,0,11882,0,1258,0,1570,15,322535,38186,8446480,Africa
142,Belize,12714,0,323,0,12337,0,54,1,31480,800,124603,308514,403881,North America
143,Curaçao,12249,0,119,0,12065,0,65,18,74382,723,103551,628813,164677,North America
144,Suriname,11828,0,224,0,10184,0,1420,29,20007,379,55432,93762,591199,South America
145,Hong Kong,11825,3,210,0,11525,3,90,2,1566,28,14841321,1965778,7549846,Asia
146,Martinique,11736,0,90,0,98,0,11548,24,31295,240,170302,454125,375011,North America
147,Djibouti,11434,20,151,0,11266,0,17,0,11429,151,154011,153940,1000461,Africa
148,Congo,11343,0,148,0,8208,0,2987,0,2013,26,141948,25188,5635467,Africa
149,Bahamas,11024,0,216,0,9967,0,841,5,27803,545,91550,230891,396508,North America
150,Aruba,10849,0,104,0,10649,0,96,14,101241,971,157193,1466900,107160,North America
151,Lesotho,10790,8,320,0,6427,0,4043,0,5002,148,87981,40788,2157010,Africa
152,South Sudan,10652,0,115,0,10462,0,75,0,942,10,159088,14069,11307657,Africa
153,Seychelles,9184,0,32,0,6413,0,2739,0,92883,324,21504,217482,98877,Africa
154,Benin,7995,0,101,0,7652,0,242,35,645,8,595112,48003,12397467,Africa
155,Equatorial Guinea,7694,0,112,0,7279,0,303,7,5333,78,123169,85374,1442699,Africa
156,Nicaragua,7086,0,184,0,4225,0,2677,0,1059,27,0,0,6692974,North America
157,CAR,6866,0,95,0,5112,0,1659,2,1401,19,40907,8344,4902527,Africa
158,Yemen,6543,5,1289,4,3023,9,2231,23,215,42,36546,1202,30394199,Asia
159,Iceland,6537,0,29,0,6445,0,63,3,19049,85,622370,1813596,343169,Europe
160,Gambia,5940,0,175,0,5674,0,91,3,2400,71,76379,30857,2475268,Africa
161,Niger,5330,0,192,0,4953,0,185,2,214,8,102163,4093,24960694,Africa
162,San Marino,5083,0,90,0,4968,0,25,4,149531,2648,63241,1860412,33993,Europe
163,Chad,4901,0,173,0,4678,0,50,0,291,10,116600,6927,16832599,Africa
164,Saint Lucia,4818,0,75,0,4516,0,227,2,26134,407,43118,233883,184357,North America
165,Timor-Leste,4458,179,10,2,2336,69,2112,0,3326,7,84840,63304,1340190,Asia
166,Burundi,4329,39,6,0,773,0,3550,0,355,5,279132,22887,12196263,Africa
167,Vietnam,4175,190,36,0,2668,0,1471,0,43,4,3091540,31514,98099586,Asia
168,Sierra Leone,4107,4,79,0,3104,3,924,0,506,10,153257,18880,8117392,Africa
169,Channel Islands,4057,0,86,0,3956,0,15,0,23149,491,454413,2592868,175255,Europe
170,Barbados,3965,0,46,0,3917,0,2,0,13783,160,162444,564667,287681,North America
171,Comoros,3863,0,146,0,3699,0,18,0,4362,165,0,0,885629,Africa
172,Eritrea,3844,0,12,0,3654,0,178,0,1071,3,23693,6602,3589002,Africa
173,Guinea-Bissau,3746,0,67,0,3438,0,241,9,1865,33,65627,32679,2008213,Africa
174,Liechtenstein,2985,1,58,0,2887,0,40,3,78094,1517,39109,1023180,38223,Europe
175,New Zealand,2646,1,26,0,2601,0,19,0,529,5,2080353,415896,5002100,Australia/Oceania
176,Monaco,2493,0,32,0,2434,0,27,1,63139,810,51953,1315799,39484,Europe
177,Bermuda,2466,0,32,0,2250,0,184,7,39725,515,253555,4084524,62077,North America
178,Turks and Caicos,2404,0,17,0,2365,0,22,2,61372,434,65926,1683031,39171,North America
179,Sao Tome and Principe,2327,0,35,0,2274,0,18,0,10450,157,12999,58374,222684,Africa
180,Sint Maarten,2282,0,27,0,2223,0,32,2,52703,624,26880,620800,43299,North America
181,Liberia,2114,0,85,0,1962,0,67,2,410,16,97875,18966,5160456,Africa
182,St. Vincent Grenadines,1932,0,12,0,1769,0,151,2,17367,108,46829,420946,111247,North America
183,Saint Martin,1773,0,12,0,1399,0,362,7,45187,306,27588,703112,39237,North America
184,Taiwan,1682,207,12,0,1116,0,554,0,71,5,571259,23948,23854313,Asia
185,Caribbean Netherlands,1594,0,17,0,1558,0,19,0,60299,643,10072,381010,26435,North America
186,Laos,1591,21,2,0,574,19,1015,0,216,3,221480,30063,7367128,Asia
187,Isle of Man,1590,0,29,0,1557,0,4,1,18613,339,44761,523986,85424,Europe
188,Bhutan,1286,7,1,0,1155,1,130,0,1651,1,745825,957431,778986,Asia
189,Mauritius,1282,0,17,0,1134,0,131,0,1007,13,358675,281622,1273606,Africa
190,Antigua and Barbuda,1241,0,33,0,1179,0,29,4,12582,335,16700,169313,98634,North America
191,St. Barth,974,0,1,0,462,0,511,0,98354,101,26385,2664344,9903,North America
192,Faeroe Islands,670,0,1,0,663,0,6,0,13666,20,259694,5297175,49025,Europe
193,Cayman Islands,565,0,2,0,547,0,16,0,8510,30,93583,1409552,66392,North America
194,Tanzania,509,0,21,0,183,0,305,7,8,3,0,0,61202560,Africa
195,Wallis and Futuna,445,0,7,0,436,0,2,1,40210,633,17264,1559953,11067,Australia/Oceania
196,British Virgin Islands,248,0,1,0,209,0,38,0,8156,33,39777,1308196,30406,North America
197,Brunei ,232,0,3,0,220,0,9,0,526,7,123068,278991,441118,Asia
198,Dominica,178,0,0,0,176,0,2,0,2467,0,15844,219622,72142,North America
199,Fiji,172,4,4,0,119,10,49,0,191,4,70792,78475,902093,Australia/Oceania
200,New Caledonia,124,0,0,0,58,0,66,0,431,0,32150,111678,287882,Australia/Oceania
201,Anguilla,109,0,0,0,95,0,14,0,7209,0,21728,1437132,15119,North America
202,Vatican City,27,0,0,0,15,0,12,0,33624,0,0,0,803,Europe
203,Western Sahara,10,0,1,0,8,0,1,0,16,2,0,0,610031,Africa
204,Samoa,3,0,0,0,2,0,1,0,15,0,0,0,199560,Australia/Oceania
205,China,90847,18,4636,0,85920,6,291,1,63,3,160000000,111163,1439323776,Asia
206,Tajikistan,13308,0,90,0,13218,0,0,0,1369,9,0,0,9722925,Asia
207,Gibraltar,4286,0,94,0,4192,3,0,0,127249,2791,244039,7245383,33682,Europe
208,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,Ship
209,Grenada,161,0,1,0,160,0,0,0,1425,9,28684,253892,112977,North America
210,Montserrat,20,0,1,0,19,0,0,0,4004,200,1408,281882,4995,North America
211,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,Ship
212,Vanuatu,4,0,1,0,3,0,0,0,13,3,23000,73400,313351,Australia/Oceania
213,Falkland Islands,63,0,0,0,63,0,0,0,17662,0,7258,2034763,3567,South America
214,Macao,49,0,0,0,49,0,0,0,75,0,4483,6823,657015,Asia
215,Saint Kitts and Nevis,45,0,0,0,45,0,0,0,841,0,14008,261705,53526,North America
216,Greenland,31,0,0,0,31,0,0,0,545,0,20669,363532,56856,North America
217,Saint Pierre Miquelon,25,0,0,0,25,0,0,0,4334,0,5318,921824,5769,North America
218,Solomon Islands,20,0,0,0,20,0,0,0,29,0,4500,6415,701442,Australia/Oceania
219,Marshall Islands,4,0,0,0,4,0,0,0,67,0,0,0,59537,Australia/Oceania
220,Saint Helena,2,0,0,0,2,0,0,0,328,0,0,0,6093,Africa
221,Micronesia,1,0,0,0,1,0,0,0,9,0,0,0,116070,Australia/Oceania
