,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
154,Benin,7995,0,101,0,7652,0,242,35,645,8,595112,47996,12399208,Africa
155,Equatorial Guinea,7694,0,112,0,7279,0,303,7,5332,78,123169,85359,1442953,Africa
156,Nicaragua,7086,0,184,0,4225,0,2677,0,1059,27,0,0,6693404,North America
157,CAR,6866,0,95,0,5112,0,1659,2,1400,19,40907,8343,4902986,Africa
158,Yemen,6568,0,1294,0,3042,0,2232,23,216,43,38810,1277,30397797,Asia
159,Iceland,6549,1,29,0,6462,6,58,55,19083,85,633116,1844846,343181,Europe
160,Gambia,5957,0,175,0,5701,0,81,3,2406,71,76379,30852,2475641,Africa
161,Niger,5339,0,192,0,4975,0,172,2,214,8,102694,4113,24965512,Africa
162,San Marino,5087,0,90,0,4974,0,23,4,149648,2648,64241,1889830,33993,Europe
163,Chad,4904,0,173,0,4691,0,40,0,291,10,116939,6946,16835185,Africa
164,Saint Lucia,4818,0,76,0,4521,0,221,2,26133,412,43260,234647,184362,North America
165,Timor-Leste,4765,176,10,0,2517,111,2238,0,3555,7,85558,63834,1340328,Asia
166,Vietnam,4512,153,37,0,2687,19,1788,0,46,4,3091540,31513,98104367,Asia
167,Burundi,4347,0,6,0,773,0,3568,0,356,5,279132,22883,12198207,Africa
168,Sierra Leone,4107,0,79,0,3104,0,924,0,506,10,153257,18878,8118280,Africa
169,Channel Islands,4059,0,86,0,3956,0,17,0,23159,491,454413,2592734,175264,Europe
170,Eritrea,3868,0,14,0,3676,0,178,0,1078,4,23693,6601,3589270,Africa
171,Comoros,3863,0,146,0,3699,0,18,0,4361,165,0,0,885730,Africa
172,Guinea-Bissau,3746,0,67,0,3438,0,241,9,1865,33,65627,32675,2008468,Africa
173,Liechtenstein,2990,0,58,0,2887,0,45,3,78223,1517,39109,1023153,38224,Europe
174,New Zealand,2653,2,26,0,2608,1,19,0,530,5,2085298,416885,5002100,Australia/Oceania
175,Monaco,2494,0,32,0,2446,0,16,1,63163,810,51953,1315765,39485,Europe
176,Bermuda,2477,0,32,0,2284,0,161,7,39903,515,256914,4138701,62076,North America
177,Turks and Caicos,2404,0,17,0,2365,0,22,2,61367,434,65926,1682902,39174,North America
178,Sao Tome and Principe,2332,3,35,0,2277,1,20,0,10471,157,13418,60250,222706,Africa
179,Sint Maarten,2292,0,27,0,2229,0,36,2,52932,624,28642,661463,43301,North America
180,Taiwan,2260,245,14,2,1127,4,1119,0,95,6,610865,25608,23854548,Asia
181,Liberia,2131,2,85,0,2016,54,30,2,413,16,101625,19691,5161107,Africa
182,St. Vincent Grenadines,1940,3,12,0,1774,2,154,2,17438,108,47280,424993,111249,North America
183,Saint Martin,1773,0,12,0,1399,0,362,7,45182,306,27588,703040,39241,North America
184,Laos,1687,49,2,0,686,104,999,0,229,3,223820,30379,7367706,Asia
185,Caribbean Netherlands,1599,0,17,0,1564,0,18,0,60486,643,10072,380996,26436,North America
186,Isle of Man,1591,0,29,0,1558,0,4,1,18624,339,44761,523968,85427,Europe
187,Bhutan,1309,13,1,0,1186,9,122,0,1680,1,749679,962321,779032,Asia
188,Mauritius,1287,0,17,0,1145,0,125,0,1011,13,358675,281619,1273617,Africa
189,Antigua and Barbuda,1251,0,42,0,1182,0,27,4,12683,426,16700,169306,98638,North America
190,St. Barth,974,0,1,0,462,0,511,0,98354,101,26385,2664344,9903,North America
191,Faeroe Islands,670,0,1,0,667,0,2,0,13666,20,260878,5321217,49026,Europe
192,Cayman Islands,565,0,2,0,547,0,16,0,8510,30,93583,1409467,66396,North America
193,Tanzania,509,0,21,0,183,0,305,7,8,3,0,0,61211895,Africa
194,Wallis and Futuna,445,0,7,0,436,0,2,1,40213,633,17264,1560094,11066,Australia/Oceania
195,British Virgin Islands,248,0,1,0,209,0,38,0,8156,33,39777,1308153,30407,North America
196,Brunei ,232,0,3,0,220,0,9,0,526,7,123068,278977,441141,Asia
197,Fiji,178,4,4,0,119,0,55,0,197,4,73292,81243,902128,Australia/Oceania
198,Dominica,178,0,0,0,176,0,2,0,2467,0,15844,219619,72143,North America
199,New Caledonia,124,0,0,0,58,0,66,0,431,0,32150,111672,287897,Australia/Oceania
200,Anguilla,109,0,0,0,95,0,14,0,7209,0,21728,1437037,15120,North America
201,Macao,50,0,0,0,49,0,1,0,76,0,4483,6823,657063,Asia
202,Vatican City,27,0,0,0,15,0,12,0,33624,0,0,0,803,Europe
203,Western Sahara,10,0,1,0,8,0,1,0,16,2,0,0,610112,Africa
204,Samoa,3,0,0,0,2,0,1,0,15,0,0,0,199568,Australia/Oceania
205,China,90894,22,4636,0,85963,18,295,2,63,3,160000000,111163,1439323776,Asia
206,Tajikistan,13308,0,90,0,13218,0,0,0,1369,9,0,0,9724098,Asia
207,Gibraltar,4286,0,94,0,4192,0,0,0,127249,2791,245473,7287958,33682,Europe
208,Barbados,3968,0,46,0,3922,0,0,0,13793,160,163093,566919,287683,North America
209,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,Ship
210,Grenada,161,0,1,0,160,0,0,0,1425,9,28684,253888,112979,North America
211,Montserrat,20,0,1,0,19,0,0,0,4004,200,1408,281882,4995,North America
212,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,Ship
213,Vanuatu,4,0,1,0,3,0,0,0,13,3,23000,73391,313390,Australia/Oceania
214,Falkland Islands,63,0,0,0,63,0,0,0,17657,0,7258,2034193,3568,South America
215,Saint Kitts and Nevis,45,0,0,0,45,0,0,0,841,0,14008,261695,53528,North America
216,Greenland,31,0,0,0,31,0,0,0,545,0,20669,363532,56856,North America
217,Saint Pierre Miquelon,25,0,0,0,25,0,0,0,4334,0,5318,921824,5769,North America
218,Solomon Islands,20,0,0,0,20,0,0,0,29,0,4500,6415,701534,Australia/Oceania
219,Marshall Islands,4,0,0,0,4,0,0,0,67,0,0,0,59539,Australia/Oceania
220,Saint Helena,2,0,0,0,2,0,0,0,328,0,0,0,6093,Africa
221,Micronesia,1,0,0,0,1,0,0,0,9,0,0,0,116077,Australia/Oceania
