,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
47,Slovakia,387162,294,12168,33,370076,4918,214,70884,2228,2752948,504023,5461946,North America
48,Greece,373881,2169,11322,56,335156,27403,677,36024,1091,8772810,845276,10378639,Europe
49,Belarus,373351,1109,2681,10,363873,6797,0,39522,284,6050830,640529,9446615,Europe
50,Panama,370043,588,6292,4,358670,5081,105,84607,1439,2507280,573269,4373653,Europe
51,Kazakhstan,353140,2549,4017,33,310168,38955,221,18614,212,10691113,563530,18971673,Asia
52,Croatia,349084,926,7664,41,334206,7214,207,85493,1877,1912994,468507,4083174,Asia
53,Azerbaijan,328994,326,4754,12,312460,11780,0,32196,465,3368394,329634,10218586,Asia
54,Georgia,327831,1390,4397,18,307334,16100,0,82318,1104,4511631,1132866,3982492,South America
55,Bolivia,327224,2356,13409,64,267973,45842,158,27705,1135,1287762,109029,11811166,Asia
56,Tunisia,325280,457,11727,34,286230,27323,445,27275,983,1380132,115724,11926024,Africa
57,Paraguay,309638,2181,7482,55,256345,45811,590,42954,1038,1182111,163987,7208585,Asia
58,Palestine,303544,274,3415,14,290129,10000,78,58330,656,1784690,342949,5203952,North America
59,Kuwait,290006,763,1681,7,275745,12580,190,67048,389,2446116,565531,4325344,Asia
60,Costa Rica,282741,2815,3547,33,221903,57291,489,55067,691,1083035,210931,5134536,South America
61,Dominican Republic,275378,1059,3565,5,232925,38888,275,25166,326,1468228,134178,10942402,Europe
62,Ethiopia,265413,453,3964,13,217370,44079,620,2260,34,2644565,22521,117424460,Africa
63,Denmark,264465,951,2499,0,249487,12479,33,45519,430,45701715,7866105,5809955,Europe
64,Lithuania,263583,1233,4086,14,237431,22066,158,98020,1519,3074012,1143148,2689077,Europe
65,Ireland,254870,420,4941,4,237168,12761,39,51120,991,4729538,948625,4985679,Europe
66,Moldova,253567,181,6006,11,244487,3074,160,62986,1492,1040432,258442,4025790,Europe
67,Slovenia,248520,471,4314,6,236049,8157,125,119527,2075,1224095,588737,2079187,North America
68,Egypt,243317,1197,14206,56,179817,49294,90,2339,137,2715258,26107,104005913,Africa
69,Guatemala,240170,1383,7845,13,219456,12869,5,13194,431,1336353,73415,18202607,North America
70,Uruguay,235206,3305,3369,51,204051,27786,515,67506,967,1980797,568507,3484208,Asia
71,Honduras,223922,930,5898,45,82187,135837,510,22300,587,668892,66615,10041171,North America
72,Armenia,220447,230,4301,10,207464,8682,0,74273,1449,1030335,347140,2968066,Asia
73,Venezuela,212998,1160,2366,14,196759,13873,316,7509,83,3359014,118418,28365690,Europe
74,Qatar,212667,244,524,2,205750,6393,215,75741,187,1964598,699692,2807805,South America
75,Oman,202713,0,2148,0,186391,14174,255,38843,412,1550000,297001,5218833,Asia
76,Bosnia and Herzegovina,202143,140,8981,23,168549,24613,0,61950,2752,937964,287454,3263010,Africa
77,Bahrain,197474,1369,732,17,181237,15505,163,112681,418,4322199,2466305,1752500,South America
78,Libya,181179,0,3085,0,167629,10465,0,26060,444,981532,141180,6952358,Asia
79,Nigeria,165661,49,2066,0,156399,7196,11,787,10,1977479,9392,210554790,Africa
80,Kenya,165112,392,2976,8,113432,48704,118,3013,54,1737168,31703,54795867,Africa
81,North Macedonia,154524,30,5184,16,143427,5913,124,74173,2488,749727,359875,2083299,Europe
82,Myanmar,143035,31,3212,0,132072,7751,0,2614,59,2599597,47501,54726968,Asia
83,Sri Lanka,138085,2289,921,29,110108,27056,0,6425,43,3075321,143096,21491378,Europe
84,Albania,131939,49,2427,1,122105,7407,18,45891,844,669140,232740,2875058,Africa
85,S. Korea,130380,747,1893,2,120395,8092,153,2541,37,9281291,180895,51307617,Europe
86,Latvia,127053,666,2248,8,115670,9135,81,68016,1203,2470356,1322477,1867977,Asia
87,Estonia,126641,278,1217,5,118008,7416,36,95412,917,1351340,1018103,1327312,Europe
88,Algeria,125059,170,3360,5,87137,34562,28,2808,75,230861,5184,44536979,Europe
89,Cuba,121838,1277,785,7,114544,6509,138,10763,69,3946550,348617,11320592,Asia
90,Norway,118740,425,774,0,88952,29014,24,21755,142,5423294,993625,5458089,North America
91,Kyrgyzstan,99845,200,1687,6,92953,5205,85,15088,255,1046855,158195,6617489,Europe
92,Montenegro,98703,84,1556,5,95676,1471,64,157137,2477,392125,624269,628135,Asia
93,Uzbekistan,96117,291,667,0,91507,3943,23,2836,20,1377915,40659,33889912,Africa
94,Thailand,96050,2256,548,30,62316,33186,1207,1373,8,8124896,116149,69952465,Africa
95,Ghana,93243,84,783,0,91146,1314,7,2948,25,1118523,35358,31634244,Asia
96,Zambia,92356,94,1260,0,90699,397,36,4905,67,1462217,77660,18828356,Europe
97,China,90815,7,4636,0,85894,285,1,63,3,160000000,111163,1439323776,Africa
98,Finland,89686,154,931,1,46000,42755,28,16165,168,4720329,850783,5548216,North America
99,Cameroon,74946,0,1152,0,70497,3297,385,2764,42,1518411,55995,27116872,Europe
100,El Salvador,71191,140,2178,5,66642,2371,28,10928,334,951500,146055,6514677,Africa
101,Cyprus,70742,171,346,4,39061,31335,51,58224,285,5733920,4719276,1215000,Asia
102,Mozambique,70361,46,826,0,68487,1048,24,2198,26,534044,16683,32011270,Asia
103,Luxembourg,68922,23,806,0,66183,1933,30,108572,1270,2760597,4348725,634806,Asia
104,Afghanistan,63412,63,2733,3,54634,6045,1124,1598,69,428935,10808,39686591,Africa
105,Singapore,61505,52,31,0,61047,427,3,10442,5,10441802,1772701,5890336,Asia
106,Namibia,50733,0,704,0,47776,2253,60,19658,273,406093,157354,2580766,Africa
107,Botswana,49656,615,761,10,46640,2255,1,20753,318,1089391,455293,2392727,Africa
108,Mongolia,47548,515,200,7,38330,9018,110,14304,60,2815627,847046,3324054,North America
109,Jamaica,47150,130,838,4,22895,23417,18,15863,282,351564,118276,2972414,Africa
110,Ivory Coast,46535,15,295,1,46006,234,0,1727,11,608960,22602,26942755,Africa
111,Maldives,42775,1467,92,5,27672,15011,90,77944,168,788171,1436193,548792,Africa
112,Uganda,42674,96,347,1,41971,356,24,908,7,1055305,22460,46986235,Africa
113,Senegal,40806,16,1122,0,39529,155,11,2383,66,495502,28934,17125015,Africa
114,Madagascar,39888,129,748,3,37431,1709,285,1409,26,194669,6877,28305993,Africa
115,Zimbabwe,38535,44,1582,0,36308,645,12,2560,105,443025,29436,15050578,Europe
116,Sudan,34272,0,2446,0,27949,3877,0,766,55,232965,5208,44734464,Australia/Oceania
117,Malawi,34206,6,1153,0,32185,868,11,1749,59,238496,12195,19556967,Africa
118,DRC,30511,33,775,0,26601,3135,0,332,8,155250,1689,91909568,Asia
119,Malta,30474,1,417,0,29877,180,0,68857,942,893092,2017981,442567,Asia
120,Angola,30030,335,651,2,25650,3729,22,890,19,527590,15633,33747724,Africa
121,Australia,29957,2,910,0,28886,161,1,1163,35,17449487,677472,25756749,Africa
122,Cabo Verde,27672,286,244,1,24546,2882,23,49306,435,158645,282673,561231,Africa
123,Rwanda,26033,99,343,1,24592,1098,1,1968,26,1362483,102987,13229676,Africa
124,Gabon,23799,65,143,0,20379,3277,15,10479,63,767445,337912,2271138,Asia
125,Syria,23645,50,1688,6,20197,1760,0,1323,94,103566,5796,17868109,Africa
126,Guinea,22746,27,151,0,20366,2229,24,1692,11,445243,33127,13440368,Africa
127,Réunion,22644,0,169,0,21603,872,36,25136,188,102720,114023,900867,Africa
128,Cambodia,21499,358,147,5,9867,11485,0,1271,9,1029636,60854,16919695,Australia/Oceania
129,French Guiana,21465,32,108,0,9995,11362,28,70292,354,234758,768768,305369,Africa
130,Mayotte,20176,0,171,0,2964,17041,6,72444,614,176919,635245,278505,South America
131,French Polynesia,18815,18,141,0,18650,24,1,66644,499,26355,93352,282320,Africa
132,Mauritania,18781,14,457,0,18024,300,14,3950,96,248008,52155,4755216,Africa
133,Eswatini,18511,14,671,0,17793,47,3,15813,573,197154,168422,1170597,Africa
134,Guadeloupe,16017,0,221,0,2242,13554,33,40024,552,195404,488285,400184,Africa
135,Trinidad and Tobago,15379,565,265,9,9900,5214,15,10958,189,151103,107667,1403433,North America
136,Guyana,14988,143,335,2,12834,1819,14,18976,424,135059,170992,789854,Europe
137,Somalia,14486,0,753,0,6325,7408,0,890,46,120132,7381,16275966,North America
138,Mali,14163,14,510,2,9157,4496,0,682,25,281392,13558,20754150,Africa
139,Papua New Guinea,13707,284,136,3,11034,2537,0,1507,15,110286,12128,9093792,North America
140,Andorra,13510,40,127,0,13155,228,12,174609,1641,193595,2502100,77373,South America
141,Burkina Faso,13394,7,164,0,13194,36,0,626,8,183292,8566,21398126,North America
142,Haiti,13353,85,271,2,12414,668,0,1159,24,60085,5214,11523184,Asia
143,Tajikistan,13308,0,90,0,13218,0,0,1369,9,0,0,9722925,Africa
144,Togo,13244,6,125,0,11847,1272,0,1568,15,321577,38072,8446480,North America
145,Belize,12714,5,323,0,12337,54,1,31480,800,124603,308514,403881,Africa
146,Curaçao,12246,2,119,1,12059,68,23,74364,723,103024,625613,164677,Africa
147,Hong Kong,11819,1,210,0,11516,93,2,1565,28,14841321,1965778,7549846,North America
148,Martinique,11736,0,90,0,98,11548,24,31295,240,170302,454125,375011,Australia/Oceania
149,Suriname,11707,135,223,2,10112,1372,29,19802,377,55126,93244,591199,Africa
150,Djibouti,11402,13,151,0,11241,10,0,11397,151,153192,153121,1000461,North America
151,Congo,11343,0,148,0,8208,2987,0,2013,26,141948,25188,5635467,South America
152,Bahamas,11024,0,216,0,9967,841,5,27803,545,91550,230891,396508,North America
153,Aruba,10838,12,104,0,10639,95,14,101138,971,156663,1461954,107160,Asia
154,Lesotho,10778,0,320,0,6427,4031,0,4997,148,86427,40068,2157010,Africa
155,South Sudan,10651,10,115,0,10462,74,0,942,10,158678,14033,11307657,Africa
156,Seychelles,9184,0,32,0,6413,2739,0,92883,324,21504,217482,98877,North America
157,Benin,7995,0,101,0,7652,242,35,645,8,595112,48003,12397467,Europe
158,Equatorial Guinea,7694,0,112,0,7279,303,7,5333,78,123169,85374,1442699,Africa
159,Nicaragua,7086,0,184,0,4225,2677,0,1059,27,0,0,6692974,Asia
160,CAR,6866,0,95,0,5112,1659,2,1401,19,40907,8344,4902527,Africa
161,Iceland,6537,11,29,0,6445,63,3,19049,85,622370,1813596,343169,Africa
162,Yemen,6523,16,1285,7,3008,2230,23,215,42,35043,1153,30394199,Europe
163,Gambia,5940,6,175,0,5674,91,3,2400,71,76379,30857,2475268,Africa
164,Niger,5326,0,192,0,4936,198,2,213,8,101658,4073,24960694,Africa
165,San Marino,5083,0,90,0,4968,25,4,149531,2648,63241,1860412,33993,North America
166,Chad,4897,2,173,1,4677,47,0,291,10,116416,6916,16832599,Europe
167,Saint Lucia,4788,63,75,0,4511,202,2,25971,407,42879,232587,184357,Europe
168,Gibraltar,4286,0,94,0,4189,3,0,127249,2791,242473,7198890,33682,Africa
169,Burundi,4282,21,6,0,773,3503,0,351,5,279132,22887,12196263,Africa
170,Timor-Leste,4118,239,8,0,2146,1964,0,3073,6,84361,62947,1340190,North America
171,Sierra Leone,4103,7,79,0,3101,923,0,505,10,153257,18880,8117392,Africa
172,Channel Islands,4057,0,86,0,3956,15,0,23149,491,454413,2592868,175255,Africa
173,Barbados,3961,2,46,0,3916,-1,0,13769,160,161835,562550,287681,Africa
174,Comoros,3860,0,146,0,3688,26,0,4358,165,0,0,885629,Europe
175,Eritrea,3822,0,12,0,3639,171,0,1065,3,23693,6602,3589002,Asia
176,Vietnam,3816,106,35,0,2657,1124,0,39,4,3091540,31514,98099586,Australia/Oceania
177,Guinea-Bissau,3745,2,67,0,3427,251,9,1865,33,65454,32593,2008213,Europe
178,Liechtenstein,2981,1,58,0,2887,36,3,77990,1517,39109,1023180,38223,North America
179,New Zealand,2645,1,26,0,2601,18,0,529,5,2069812,413789,5002100,Africa
180,Monaco,2490,0,32,0,2428,30,1,63064,810,51953,1315799,39484,North America
181,Bermuda,2462,1,32,1,2234,196,7,39660,515,252609,4069285,62077,North America
182,Turks and Caicos,2404,0,17,0,2365,22,2,61372,434,65926,1683031,39171,Africa
183,Sao Tome and Principe,2324,4,35,0,2273,16,0,10436,157,12999,58374,222684,North America
184,Sint Maarten,2277,5,27,0,2221,29,2,52588,624,26880,620800,43299,North America
185,Liberia,2114,0,85,0,1962,67,2,410,16,97875,18966,5160456,Europe
186,St. Vincent Grenadines,1932,4,12,0,1769,151,2,17367,108,46829,420946,111247,North America
187,Saint Martin,1773,0,12,0,1399,362,7,45187,306,27588,703112,39237,Asia
188,Caribbean Netherlands,1591,1,17,0,1558,16,0,60185,643,10040,379800,26435,North America
189,Isle of Man,1590,0,29,0,1555,6,1,18613,339,44761,523986,85424,Africa
190,Laos,1498,16,2,1,513,983,0,203,3,213373,28963,7367128,Asia
191,Taiwan,1290,34,12,0,1107,171,0,54,5,571259,23948,23854313,Asia
192,Bhutan,1276,13,1,0,1121,154,0,1638,1,738413,947916,778986,North America
193,Mauritius,1275,0,17,0,1130,128,0,1001,13,358675,281622,1273606,Europe
194,Antigua and Barbuda,1240,0,32,0,1179,29,4,12572,324,16700,169313,98634,North America
195,St. Barth,974,0,1,0,462,511,0,98354,101,26385,2664344,9903,Africa
196,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,Australia/Oceania
197,Faeroe Islands,669,0,1,0,663,5,0,13646,20,259009,5283202,49025,Asia
198,Cayman Islands,565,4,2,0,547,16,0,8510,30,93583,1409552,66392,North America
199,Tanzania,509,0,21,0,183,305,7,8,3,0,0,61202560,North America
200,Wallis and Futuna,445,0,7,0,435,3,1,40210,633,17264,1559953,11067,North America
201,British Virgin Islands,248,29,1,0,209,38,0,8156,33,39777,1308196,30406,Australia/Oceania
202,Brunei,232,0,3,0,220,9,0,526,7,123068,278991,441118,Asia
203,Dominica,178,0,0,0,176,2,0,2467,0,15844,219622,72142,Australia/Oceania
204,Fiji,166,1,4,0,109,53,0,184,4,70792,78475,902093,South America
205,Grenada,161,0,1,0,160,0,0,1425,9,28684,253892,112977,Asia
206,New Caledonia,124,0,0,0,58,66,0,431,0,31166,108260,287882,North America
207,Anguilla,109,0,0,0,89,20,0,7209,0,21630,1430650,15119,Europe
208,Falkland Islands,63,0,0,0,63,0,0,17662,0,7258,2034763,3567,North America
209,Macao,49,0,0,0,49,0,0,75,0,4483,6823,657015,Australia/Oceania
210,Saint Kitts and Nevis,45,0,0,0,44,1,0,841,0,13691,255782,53526,Africa
211,Greenland,31,0,0,0,31,0,0,545,0,20669,363532,56856,Australia/Oceania
212,Vatican City,27,0,0,0,15,12,0,33624,0,0,0,803,Australia/Oceania
213,Saint Pierre Miquelon,25,0,0,0,25,0,0,4334,0,5318,921824,5769,Asia
214,Montserrat,20,0,1,0,19,0,0,4004,200,1313,262863,4995,Asia
215,Solomon Islands,20,0,0,0,20,0,0,29,0,4500,6415,701442,Ship
216,Western Sahara,10,0,1,0,8,1,0,16,2,0,0,610031,North America
217,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,Ship
218,Vanuatu,4,0,1,0,3,0,0,13,3,23000,73400,313351,North America
219,Marshall Islands,4,0,0,0,4,0,0,67,0,0,0,59537,North America
220,Samoa,3,0,0,0,2,1,0,15,0,0,0,199560,Australia/Oceania
221,Saint Helena,2,0,0,0,2,0,0,328,0,0,0,6093,Australia/Oceania
222,Micronesia,1,0,0,0,1,0,0,9,0,0,0,116070,Ship
