,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
32,Hungary,795200,1416,28970,82,600461,165769,354,82497,3005,5588435,579767,9639099,Europe
33,Bangladesh,778687,1290,12076,31,719619,46992,1149,4688,73,5690693,34259,166105663,Asia
34,Jordan,722754,418,9203,23,710410,3141,729,70235,894,6903678,670874,10290568,Asia
35,Serbia,704398,901,6629,18,671361,26408,98,80901,761,3977053,456772,8706867,Europe
36,Switzerland,677210,0,10728,3,612471,54011,190,77757,1232,7216520,828599,8709301,Europe
37,Japan,658629,7058,11165,101,573913,73551,1214,5221,89,12789711,101392,126140961,Europe
38,Austria,634893,933,10444,16,611254,13195,316,70148,1154,35798712,3955302,9050816,Asia
39,UAE,542158,1512,1623,4,522356,18179,0,54251,162,46613437,4664386,9993478,Asia
40,Lebanon,534968,580,7569,20,492270,35129,333,78684,1113,4163257,612338,6798949,Africa
41,Morocco,514670,238,9091,3,502205,3374,96,13803,244,6367171,170757,37287963,Asia
42,Malaysia,458077,4855,1788,27,414707,41582,481,13998,55,10341089,316013,32723609,Asia
43,Nepal,431191,8842,4466,214,321518,105207,0,14573,151,2712562,91678,29587919,Europe
44,Saudi Arabia,430505,1116,7122,11,414139,9244,1344,12202,202,17812376,504872,35280979,Asia
45,Bulgaria,413320,506,17194,44,360002,36124,516,59875,2491,2642503,382801,6903067,Europe
46,Ecuador,405783,1151,19442,93,342878,43463,594,22703,1088,1355202,75820,17873899,South America
47,Slovakia,386868,328,12135,39,369648,5085,225,70830,2222,2745856,502726,5461931,North America
48,Belarus,372242,837,2671,10,362806,6765,0,39405,283,6036143,638973,9446632,Europe
49,Greece,371712,2158,11266,55,333892,26554,683,35814,1085,8707677,838978,10378916,Europe
50,Panama,369455,525,6288,3,358358,4809,105,84480,1438,2497125,570996,4373282,Europe
51,Kazakhstan,350591,2283,3984,20,307464,39143,221,18481,210,10691113,563567,18970446,Asia
52,Croatia,348158,1064,7623,34,332669,7866,202,85264,1867,1906407,466878,4083312,Asia
53,Azerbaijan,328668,509,4742,16,311198,12728,0,32165,464,3360900,328917,10218087,Asia
54,Georgia,326441,776,4379,16,306264,15798,0,81968,1100,4473163,1123195,3982534,South America
55,Bolivia,324868,2290,13345,37,266512,45011,158,27507,1130,1275910,108034,11810296,Asia
56,Tunisia,324823,720,11693,56,284754,28376,445,27238,981,1378729,115613,11925349,Africa
57,Paraguay,307457,2568,7427,69,254360,45670,592,42654,1030,1176104,163164,7208106,Asia
58,Palestine,303270,0,3401,0,288891,10978,78,58284,654,1784690,342992,5203302,North America
59,Kuwait,289243,1059,1674,5,274554,13015,197,66877,387,2438929,563914,4324999,Asia
60,Costa Rica,279926,3039,3514,32,219105,57307,482,54521,684,1083035,210942,5134282,South America
61,Dominican Republic,274319,822,3560,6,232625,38134,242,25071,325,1461677,133586,10941808,Europe
62,Ethiopia,264960,593,3951,13,215734,45275,653,2257,34,2640295,22488,117408852,Africa
63,Denmark,263514,1355,2499,0,248683,12332,36,45356,430,45170604,7774839,5809844,Europe
64,Lithuania,262335,1136,4071,7,236442,21822,158,97548,1514,3048832,1133697,2689283,Europe
65,Ireland,254450,437,4937,0,236747,12766,36,51039,990,4729538,948682,4985377,Europe
66,Moldova,253386,213,5995,14,244298,3093,171,62940,1489,1033892,256814,4025841,Europe
67,Slovenia,248046,597,4308,4,235106,8632,124,119300,2072,1220132,586832,2079185,North America
68,Egypt,242120,1193,14150,59,179261,48709,90,2328,136,2715258,26109,103995350,Africa
69,Guatemala,238787,1105,7832,17,218321,12634,5,13120,430,1322009,72635,18200794,North America
70,Uruguay,231901,3799,3318,66,201367,27216,511,66559,952,1965821,564219,3484143,Asia
71,Honduras,222992,874,5853,64,82187,134952,535,22210,583,664126,66146,10040310,North America
72,Armenia,220217,267,4291,19,206752,9174,0,74196,1446,1026974,346011,2968036,Asia
73,Qatar,212423,299,522,3,205160,6741,225,75654,186,1961687,698655,2807805,Europe
74,Venezuela,210948,0,2337,0,194166,14445,316,7437,82,3359014,118416,28366129,South America
75,Oman,202713,0,2148,0,186391,14174,255,38848,412,1550000,297042,5218121,Asia
76,Bosnia and Herzegovina,202003,207,8958,15,168145,24900,0,61905,2745,936259,286921,3263121,Africa
77,Bahrain,196105,1816,715,10,179958,15432,166,111921,408,4307946,2458628,1752175,South America
78,Libya,181179,234,3085,3,167629,10465,0,26062,444,981532,141190,6951847,Asia
79,Nigeria,165612,53,2066,0,156387,7159,11,787,10,1977479,9393,210526787,Africa
80,Kenya,164720,334,2968,18,113248,48504,117,3006,54,1733500,31639,54789380,Africa
81,North Macedonia,154494,123,5168,17,143069,6257,124,74158,2481,748069,359079,2083300,Europe
82,Myanmar,143004,7,3212,1,132069,7723,0,2613,59,2597378,47462,54724978,Asia
83,Sri Lanka,135796,3269,868,0,108802,26126,0,6319,40,3050870,141961,21490889,Europe
84,Albania,131890,45,2426,3,121122,8342,18,45874,844,666176,231707,2875076,Africa
85,S. Korea,129633,715,1891,7,119906,7836,160,2527,37,9241153,180114,51307377,Europe
86,Latvia,126378,689,2240,17,114981,9157,81,67651,1199,2455203,1314285,1868090,Asia
87,Estonia,126364,300,1212,2,117582,7570,36,95203,913,1346257,1014277,1327307,Europe
88,Algeria,124889,207,3355,5,87003,34531,28,2804,75,230861,5184,44532647,Europe
89,Cuba,120561,1186,778,10,113493,6290,138,10650,69,3923413,346572,11320629,Asia
90,Norway,118315,320,774,0,88952,28589,23,21678,142,5423294,993667,5457857,North America
91,Kyrgyzstan,99645,329,1681,6,92718,5246,85,15059,254,1043213,157659,6616901,Europe
92,Montenegro,98619,73,1551,3,95544,1524,64,157003,2469,390682,621971,628135,Asia
93,Uzbekistan,95826,359,667,1,91301,3858,23,2828,20,1377915,40662,33887260,Africa
94,Thailand,93794,4887,518,32,60615,32661,1207,1341,7,8124896,116150,69951511,Africa
95,Ghana,93159,34,783,0,90992,1384,7,2945,25,1113553,35205,31630693,Asia
96,Zambia,92262,51,1260,1,90635,367,42,4901,67,1457277,77410,18825532,Europe
97,China,90808,9,4636,0,85881,291,1,63,3,160000000,111163,1439323776,Africa
98,Finland,89532,262,930,0,46000,42602,24,16137,168,4716650,850127,5548169,North America
99,Cameroon,74946,0,1152,0,70497,3297,385,2764,42,1518411,56003,27113250,Europe
100,El Salvador,70915,0,2173,5,66418,2324,28,10886,334,946627,145311,6514499,Africa
101,Cyprus,70571,213,342,1,39061,31168,54,58085,281,5641097,4643062,1214952,Asia
102,Mozambique,70315,28,826,0,68314,1175,24,2197,26,532010,16622,32006467,Asia
103,Luxembourg,68899,151,806,0,65513,2580,30,108545,1270,2759543,4347449,634750,Asia
104,Afghanistan,63349,407,2730,9,54619,6000,1124,1596,69,428390,10796,39681789,Africa
105,Singapore,61453,34,31,0,61029,393,3,10433,5,10441802,1772776,5890085,Asia
106,Namibia,50733,218,704,2,47776,2253,60,19660,273,406093,157369,2580514,Africa
107,Botswana,49041,0,751,0,46290,2000,1,20498,314,1086267,454036,2392467,Africa
108,Mongolia,47033,585,193,9,37281,9559,110,14151,58,2808208,844888,3323765,North America
109,Jamaica,47020,98,834,14,22761,23425,14,15819,281,350044,117767,2972343,Africa
110,Ivory Coast,46520,4,294,2,45977,249,0,1727,11,608960,22605,26939174,Africa
111,Uganda,42578,91,346,0,41971,261,24,906,7,1052657,22407,46978304,Africa
112,Maldives,41308,1216,87,0,27428,13793,90,75278,159,783134,1427149,548740,Africa
113,Senegal,40790,28,1122,1,39501,167,12,2382,66,494447,28877,17122595,Africa
114,Madagascar,39759,249,745,7,37150,1864,302,1405,26,194234,6863,28302091,Africa
115,Zimbabwe,38491,25,1582,3,36286,623,12,2558,105,441294,29323,15049396,Europe
116,Sudan,34272,0,2446,0,27949,3877,0,766,55,232965,5208,44728855,Australia/Oceania
117,Malawi,34200,17,1153,0,32176,871,11,1749,59,238017,12172,19554257,Africa
118,DRC,30478,49,775,0,26601,3102,0,332,8,155121,1688,91894622,Asia
119,Malta,30473,4,417,0,29867,189,0,68856,942,891075,2013456,442560,Asia
120,Australia,29955,8,910,0,28874,171,1,1163,35,17411746,676050,25755133,Africa
121,Angola,29695,290,649,4,25629,3417,21,880,19,527590,15636,33742111,Africa
122,Cabo Verde,27386,357,243,5,24289,2854,23,48799,433,158645,282690,561198,Africa
123,Rwanda,25934,88,342,2,24486,1106,1,1961,26,1358566,102704,13227916,Africa
124,Gabon,23734,0,143,0,20270,3321,18,10452,63,763003,335999,2270850,Asia
125,Syria,23595,52,1682,6,19908,2005,0,1321,94,103566,5797,17865780,Africa
126,Guinea,22719,0,151,0,20341,2227,24,1691,11,444435,33072,13438415,Africa
127,Réunion,22644,0,169,0,21603,872,36,25137,188,102720,114028,900832,Africa
128,French Guiana,21433,327,108,0,9995,11330,24,70197,354,234279,767305,305327,Australia/Oceania
129,Cambodia,21141,446,142,6,9519,11480,0,1250,8,1018022,60172,16918431,Africa
130,Mayotte,20176,0,171,0,2964,17041,6,72453,614,176919,635327,278469,South America
131,French Polynesia,18797,0,141,0,18617,39,1,66582,499,26355,93354,282312,Africa
132,Mauritania,18767,22,457,0,17999,311,14,3947,96,247170,51986,4754546,Africa
133,Eswatini,18497,5,671,0,17786,40,3,15802,573,196068,167503,1170532,Africa
134,Guadeloupe,16017,0,221,0,2242,13554,33,40024,552,195404,488287,400183,Africa
135,Guyana,14845,186,333,2,12693,1819,12,18795,422,133695,169270,789833,North America
136,Trinidad and Tobago,14814,397,256,21,9744,4814,15,10556,182,149880,106797,1403408,Europe
137,Somalia,14486,0,753,0,6325,7408,0,890,46,120132,7382,16273534,North America
138,Mali,14149,0,508,1,9123,4518,0,682,24,280531,13519,20750949,Africa
139,Andorra,13470,0,127,0,13104,239,12,174094,1641,193595,2502133,77372,North America
140,Burkina Faso,13387,0,164,0,13184,39,0,626,8,182822,8545,21394982,South America
141,Tajikistan,13308,0,90,0,13218,0,0,1369,9,0,0,9721751,North America
142,Haiti,13268,0,269,0,12397,602,0,1151,23,60085,5215,11522424,Asia
143,Papua New Guinea,13242,245,133,3,10995,2114,0,1456,15,104674,11512,9092865,Africa
144,Togo,13238,28,125,0,11834,1279,0,1567,15,320905,37998,8445417,North America
145,Belize,12709,2,323,0,12331,55,1,31470,800,123837,306648,403841,Africa
146,Curaçao,12244,8,118,1,12052,74,23,74353,717,102474,622288,164673,Africa
147,Hong Kong,11818,3,210,0,11511,97,3,1565,28,14841321,1965864,7549514,North America
148,Martinique,11736,0,90,0,98,11548,24,31295,240,170302,454123,375013,Australia/Oceania
149,Suriname,11572,145,221,1,10034,1317,27,19575,374,54694,92518,591171,Africa
150,Djibouti,11389,0,151,0,11221,17,0,11385,151,152966,152907,1000383,North America
151,Congo,11343,0,148,0,8208,2987,0,2013,26,141948,25192,5634723,South America
152,Bahamas,11024,58,216,1,9967,841,5,27804,545,91550,230902,396488,North America
153,Aruba,10826,12,104,0,10628,94,14,101028,971,156035,1456121,107158,Asia
154,Lesotho,10778,4,320,1,6427,4031,0,4997,148,86427,40070,2156917,Africa
155,South Sudan,10641,0,115,0,10462,64,0,941,10,156542,13845,11306940,Africa
156,Seychelles,9184,1012,32,4,6413,2739,0,92887,324,21504,217491,98873,North America
157,Benin,7995,0,101,0,7652,242,35,645,8,595112,48009,12395725,Europe
158,Equatorial Guinea,7694,0,112,0,7279,303,7,5334,78,123169,85389,1442446,Africa
159,Nicaragua,7086,0,184,0,4225,2677,0,1059,27,0,0,6692543,Asia
160,CAR,6866,0,95,0,5112,1659,2,1401,19,40907,8345,4902067,Africa
161,Iceland,6526,0,29,0,6422,75,3,19018,85,622370,1813660,343157,Africa
162,Yemen,6507,9,1278,1,3003,2226,23,214,42,34842,1146,30390601,Europe
163,Gambia,5934,0,175,0,5648,111,3,2398,71,76379,30861,2474896,Africa
164,Niger,5326,1,192,0,4936,198,2,213,8,101658,4074,24955877,Africa
165,San Marino,5083,0,90,0,4968,25,4,149531,2648,63241,1860412,33993,North America
166,Chad,4895,4,172,0,4672,51,0,291,10,116167,6902,16830013,Europe
167,Saint Lucia,4725,0,75,0,4502,148,2,25630,407,42643,231312,184353,Europe
168,Gibraltar,4286,0,94,0,4189,3,0,127249,2791,240870,7151297,33682,Africa
169,Burundi,4261,28,6,0,773,3482,0,349,5,279132,22890,12194320,Africa
170,Sierra Leone,4096,7,79,0,3098,919,0,505,10,153257,18882,8116504,North America
171,Channel Islands,4057,0,86,0,3956,15,0,23150,491,454413,2592986,175247,Africa
172,Barbados,3959,2,46,0,3908,5,0,13762,160,161164,560220,287680,Africa
173,Timor-Leste,3879,253,8,3,2060,1811,0,2895,6,84361,62953,1340053,Africa
174,Comoros,3860,0,146,0,3688,26,0,4359,165,0,0,885528,Europe
175,Eritrea,3822,0,12,0,3639,171,0,1065,3,23693,6602,3588734,Asia
176,Guinea-Bissau,3743,2,67,0,3418,258,9,1864,33,65224,32483,2007958,Australia/Oceania
177,Vietnam,3710,87,35,0,2657,1018,0,38,4,3091540,31516,98094805,Europe
178,Liechtenstein,2980,2,58,0,2887,35,3,77964,1517,39109,1023180,38223,North America
179,New Zealand,2644,1,26,0,2600,18,0,529,5,2069812,413789,5002100,Africa
180,Monaco,2490,3,32,0,2428,30,1,63067,810,51953,1315865,39482,North America
181,Bermuda,2461,6,31,0,2222,208,11,39643,499,251454,4050548,62079,North America
182,Turks and Caicos,2404,0,17,0,2365,22,2,61375,434,65926,1683117,39169,Africa
183,Sao Tome and Principe,2320,0,35,0,2270,15,0,10419,157,12999,58380,222662,North America
184,Sint Maarten,2272,0,27,0,2213,32,2,52476,624,26880,620843,43296,North America
185,Liberia,2114,0,85,0,1962,67,2,410,16,97875,18969,5159805,Europe
186,St. Vincent Grenadines,1928,2,12,0,1764,152,2,17331,108,46829,420954,111245,North America
187,Saint Martin,1773,0,12,0,1399,362,7,45190,306,27588,703166,39234,Asia
188,Isle of Man,1590,0,29,0,1555,6,1,18613,339,44761,523999,85422,North America
189,Caribbean Netherlands,1590,7,17,0,1558,15,0,60152,643,10040,379828,26433,Africa
190,Laos,1482,65,1,0,431,1050,0,201,1,212173,28802,7366551,Asia
191,Mauritius,1274,4,17,0,1130,127,0,1000,13,358675,281624,1273594,Asia
192,Bhutan,1263,6,1,0,1121,141,0,1621,1,736272,945224,778939,North America
193,Taiwan,1256,25,12,0,1102,142,0,53,5,571259,23948,23854078,Europe
194,Antigua and Barbuda,1240,0,32,0,1179,29,4,12572,324,16700,169321,98629,North America
195,St. Barth,974,0,1,0,462,511,0,98354,101,26385,2664344,9903,Africa
196,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,Australia/Oceania
197,Faeroe Islands,669,0,1,0,663,5,0,13646,20,258096,5264687,49024,Asia
198,Cayman Islands,561,1,2,0,546,13,0,8450,30,93352,1406158,66388,North America
199,Tanzania,509,0,21,0,183,305,7,8,3,0,0,61193226,North America
200,Wallis and Futuna,445,0,7,0,44,394,1,40206,632,17264,1559812,11068,North America
201,Brunei,231,0,3,0,220,8,0,524,7,122884,278589,441095,Australia/Oceania
202,British Virgin Islands,219,0,1,0,193,25,0,7203,33,39777,1308239,30405,Asia
203,Dominica,178,3,0,0,176,2,0,2467,0,15844,219625,72141,Australia/Oceania
204,Fiji,165,4,4,1,109,52,0,183,4,70792,78478,902057,South America
205,Grenada,161,0,1,0,160,0,0,1425,9,28684,253899,112974,Asia
206,New Caledonia,124,0,0,0,58,66,0,431,0,31166,108265,287867,North America
207,Anguilla,109,0,0,0,89,20,0,7209,0,21630,1430650,15119,Europe
208,Falkland Islands,63,0,0,0,63,0,0,17662,0,7258,2034763,3567,North America
209,Macao,49,0,0,0,49,0,0,75,0,4483,6824,656966,Australia/Oceania
210,Saint Kitts and Nevis,45,0,0,0,44,1,0,841,0,13691,255792,53524,Africa
211,Greenland,31,0,0,0,31,0,0,545,0,20669,363539,56855,Australia/Oceania
212,Vatican City,27,0,0,0,15,12,0,33624,0,0,0,803,Australia/Oceania
213,Saint Pierre Miquelon,25,0,0,0,25,0,0,4334,0,5318,921824,5769,Asia
214,Montserrat,20,0,1,0,19,0,0,4004,200,1313,262863,4995,Asia
215,Solomon Islands,20,0,0,0,20,0,0,29,0,4500,6416,701349,Ship
216,Western Sahara,10,0,1,0,8,1,0,16,2,0,0,609951,North America
217,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,Ship
218,Vanuatu,4,0,1,0,3,0,0,13,3,23000,73409,313311,North America
219,Marshall Islands,4,0,0,0,4,0,0,67,0,0,0,59535,North America
220,Samoa,3,0,0,0,2,1,0,15,0,0,0,199553,Australia/Oceania
221,Saint Helena,2,0,0,0,2,0,0,328,0,0,0,6093,Australia/Oceania
222,Micronesia,1,0,0,0,1,0,0,9,0,0,0,116064,Ship
