,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
0,,World,"161,472,416","+395,655","3,351,188","+6,379","140,292,568","+443,298","17,828,660","104,635","20,715",429.9,,,,All,"
",,,,,
152,153,Lesotho,"10,778",+4,320 ,+1,"6,427",,"4,031",,"4,997",148,"86,427","40,071","2,156,871 ",Africa,200,"6,740",25,2,0.5,"1,869"
153,154,South Sudan,"10,641",,115 ,,"10,462",,64,,941,10,"156,542","13,845","11,306,582 ",Africa,"1,063","98,318",72,,,6
154,155,Seychelles,"8,172",,28 ,,"5,658",,"2,486",,"82,652",283,"21,504","217,493","98,872 ",Africa,12,"3,531",5,,,"25,144"
155,156,Benin,"7,995",,101 ,,"7,652",,242,35,645,8,"595,112","48,013","12,394,855 ",Africa,"1,550","122,721",21,,,20
156,157,Equatorial Guinea,"7,694",,112 ,,"7,279",,303,7,"5,334",78,"123,169","85,396","1,442,320 ",Africa,187,"12,878",12,,,210
157,158,Nicaragua,"7,086",,184 ,,"4,225",,"2,677",,"1,059",27,,,"6,692,328 ",North America,944,"36,371",,,,400
158,159,CAR,"6,866",,95 ,,"5,112",,"1,659",2,"1,401",19,"40,907","8,345","4,901,838 ",Africa,714,"51,598",120,,,338
159,160,Iceland,"6,526",,29 ,,"6,422",,75,3,"19,018",85,"622,370","1,813,691","343,151 ",Europe,53,"11,833",1,,,219
160,161,Yemen,"6,498",,"1,277 ",,"3,003",,"2,218",23,214,42,"34,671","1,141","30,388,802 ",Asia,"4,677","23,797",876,,,73
161,162,Gambia,"5,934",,175 ,,"5,648",,111,3,"2,398",71,"76,379","30,864","2,474,710 ",Africa,417,"14,141",32,,,45
162,163,Niger,"5,325",,192 ,,"4,929",,204,2,213,8,"101,658","4,074","24,953,468 ",Africa,"4,686","129,966",245,,,8
163,164,San Marino,"5,083",,90 ,,"4,968",,25,4,"149,531","2,648","63,241","1,860,412","33,993 ",Europe,7,378,1,,,735
164,165,Chad,"4,891",,172 ,,"4,668",,51,,291,10,"116,026","6,895","16,828,720 ",Africa,"3,441","97,841",145,,,3
165,166,Saint Lucia,"4,725",,75 ,,"4,486",,164,1,"25,631",407,"42,382","229,900","184,350 ",North America,39,"2,458",4,,,890
166,167,Gibraltar,"4,286",,94 ,,"4,189",,3,,"127,249","2,791","240,870","7,151,297","33,682 ",Europe,8,358,0,,,89
167,168,Burundi,"4,233",,6 ,,773,,"3,454",,347,0.5,"279,132","22,892","12,193,348 ",Africa,"2,881","2,032,225",44,,,283
168,169,Sierra Leone,"4,089",,79 ,,"3,093",,917,,504,10,"153,257","18,883","8,116,060 ",Africa,"1,985","102,735",53,,,113
169,170,Channel Islands,"4,057",,86 ,,"3,956",,15,,"23,151",491,"454,413","2,593,060","175,242 ",Europe,43,"2,038",0,,,86
170,171,Barbados,"3,957",,46 ,,"3,879",,32,,"13,755",160,"160,664","558,484","287,679 ",North America,73,"6,254",2,,,111
171,172,Comoros,"3,860",,146 ,,"3,688",,26,,"4,359",165,,,"885,477 ",Africa,229,"6,065",,,,29
172,173,Eritrea,"3,822",,12 ,,"3,639",,171,,"1,065",3,"23,693","6,602","3,588,600 ",Africa,939,"299,050",151,,,48
173,174,Guinea-Bissau,"3,741",,67 ,,"3,400",,274,9,"1,863",33,"64,758","32,253","2,007,831 ",Africa,537,"29,968",31,,,136
174,175,Vietnam,"3,710",+87,35 ,,"2,657",+21,"1,018",,38,0.4,"3,091,540","31,517","98,092,415 ",Asia,"26,440","2,802,640",32,0.9,,10
175,176,Timor-Leste,"3,626",,5 ,,"1,894",,"1,727",,"2,706",4,"84,361","62,957","1,339,984 ",Asia,370,"267,997",16,,,"1,289"
176,177,Liechtenstein,"2,980",+2,58 ,,"2,887",,35,3,"77,966","1,517","39,109","1,023,207","38,222 ",Europe,13,659,1,52,,916
177,178,New Zealand,"2,644",+1,26 ,,"2,600",+9,18,,529,5,"2,069,812","413,789","5,002,100 ",Australia/Oceania,"1,892","192,388",2,0.2,,4
178,179,Monaco,"2,487",,32 ,,"2,427",,28,1,"62,991",810,"51,953","1,315,865","39,482 ",Europe,16,"1,234",1,,,709
179,180,Bermuda,"2,461",+6,31 ,,"2,222",+40,208,11,"39,643",499,"251,454","4,050,548","62,079 ",North America,25,"2,003",0,97,,"3,351"
180,181,Turks and Caicos,"2,404",,17 ,,"2,365",,22,2,"61,378",434,"65,926","1,683,203","39,167 ",North America,16,"2,304",1,,,562
181,182,Sao Tome and Principe,"2,320",,35 ,,"2,270",,15,,"10,420",157,"12,999","58,383","222,650 ",Africa,96,"6,361",17,,,67
182,183,Sint Maarten,"2,272",,27 ,,"2,213",,32,2,"52,477",624,"26,880","620,857","43,295 ",North America,19,"1,604",2,,,739
183,184,Liberia,"2,114",,85 ,,"1,962",,67,2,410,16,"97,875","18,970","5,159,479 ",Africa,"2,441","60,700",53,,,13
184,185,St. Vincent Grenadines,"1,928",+2,12 ,,"1,764",+16,152,2,"17,331",108,"46,829","420,958","111,244 ",North America,58,"9,270",2,18,,"1,366"
185,186,Saint Martin,"1,773",,12 ,,"1,399",,362,7,"45,193",306,"27,588","703,201","39,232 ",North America,22,"3,269",1,,,"9,227"
186,187,Isle of Man,"1,590",,29 ,,"1,555",+3,6,1,"18,614",339,"44,761","524,005","85,421 ",Europe,54,"2,946",2,,,70
187,188,Caribbean Netherlands,"1,590",+7,17 ,,"1,558",+10,15,,"60,152",643,"10,040","379,828","26,433 ",North America,17,"1,555",3,265,,567
188,189,Laos,"1,482",+65,1 ,,431,+103,"1,050",,201,0.1,"212,173","28,803","7,366,263 ",Asia,"4,970","7,366,263",35,9,,143
189,190,Mauritius,"1,274",+4,17 ,,"1,130",+2,127,,"1,000",13,"358,675","281,625","1,273,589 ",Africa,"1,000","74,917",4,3,,100
190,191,Bhutan,"1,263",+6,1 ,,"1,121",,141,,"1,621",1,"736,272","945,252","778,916 ",Asia,617,"778,916",1,8,,181
191,192,Taiwan,"1,256",+25,12 ,,"1,102",+5,142,,53,0.5,"571,259","23,948","23,853,960 ",Asia,"18,992","1,987,830",42,1,,6
192,193,Antigua and Barbuda,"1,240",,32 ,,"1,179",,29,4,"12,573",324,"16,700","169,325","98,627 ",North America,80,"3,082",6,,,294
193,194,St. Barth,974,,1 ,,462,,511,,"98,354",101,"26,385","2,664,344","9,903 ",North America,10,"9,903",0,,,"51,601"
194,196,Faeroe Islands,669,,1 ,,663,,5,,"13,647",20,"258,096","5,264,794","49,023 ",Europe,73,"49,023",0,,,102
195,197,Cayman Islands,560,,2 ,,546,,12,,"8,436",30,"93,117","1,402,660","66,386 ",North America,119,"33,193",1,,,181
196,198,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,188,559 ",Africa,"120,213","2,913,741",,,,5
197,199,Wallis and Futuna,445,,7 ,,44,,394,1,"40,206",632,"17,264","1,559,812","11,068 ",Australia/Oceania,25,"1,581",1,,,"35,598"
198,200,Brunei ,231,,3 ,,220,,8,,524,7,"122,884","278,595","441,084 ",Asia,"1,909","147,028",4,,,18
199,201,British Virgin Islands,219,,1 ,,193,,25,,"7,203",33,"39,777","1,308,282","30,404 ",North America,139,"30,404",1,,,822
200,202,Dominica,178,+3, ,,176,+1,2,,"2,467",,"15,844","219,629","72,140 ",North America,405,,5,42,,28
201,203,Fiji,165,+4,4 ,+1,109,+3,52,,183,4,"70,792","78,480","902,039 ",Australia/Oceania,"5,467","225,510",13,4,1,58
202,205,New Caledonia,124,, ,,58,,66,,431,,"31,166","108,268","287,860 ",Australia/Oceania,"2,321",,9,,,229
203,206,Anguilla,109,, ,,89,,20,,"7,210",,"21,630","1,430,745","15,118 ",North America,139,,1,,,"1,323"
204,209,Saint Kitts and Nevis,45,, ,,44,,1,,841,,"13,691","255,797","53,523 ",North America,"1,189",,4,,,19
205,211,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,,,,"14,944"
206,215,Western Sahara,10,,1 ,,8,,1,,16,2,,,"609,911 ",Africa,"60,991","609,911",,,,2
207,219,Samoa,3,, ,,2,,1,,15,,,,"199,550 ",Australia/Oceania,"66,517",,,,,5
208,222,China,"90,808",+9,"4,636 ",,"85,881",+20,291,1,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,850","310,467",9,0.01,,0.2
209,140,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,369",9,,,"9,721,165 ",Asia,730,"108,013",,,,
210,195,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,
211,204,Grenada,161,,1 ,,160,,0,,"1,425",9,"28,684","253,904","112,972 ",North America,702,"112,972",4,,,
212,213,Montserrat,20,,1 ,,19,,0,,"4,004",200,"1,313","262,863","4,995 ",North America,250,"4,995",4,,,
213,216,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
214,217,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,414","313,292 ",Australia/Oceania,"78,323","313,292",14,,,
215,207,Falkland Islands,63,, ,,63,,0,,"17,662",,"7,258","2,034,763","3,567 ",South America,57,,0,,,
216,208,Macao,49,, ,,49,,0,,75,,"4,483","6,824","656,942 ",Asia,"13,407",,147,,,
217,210,Greenland,31,, ,,31,,0,,545,,"20,669","363,539","56,855 ",North America,"1,834",,3,,,
218,212,Saint Pierre Miquelon,25,, ,,25,,0,,"4,333",,"5,318","921,664","5,770 ",North America,231,,1,,,
219,214,Solomon Islands,20,, ,,20,,0,,29,,"4,500","6,417","701,303 ",Australia/Oceania,"35,065",,156,,,
220,218,Marshall Islands,4,, ,,4,,0,,67,,,,"59,534 ",Australia/Oceania,"14,884",,,,,
221,220,Saint Helena,2,, ,,2,,0,,328,,,,"6,093 ",Africa,"3,047",,,,,
222,221,Micronesia,1,, ,,1,,0,,9,,,,"116,060 ",Australia/Oceania,"116,060",,,,,
