,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
0,,World,"144,133,088","+588,907","3,064,673","+7,692","122,586,006","+432,002","18,482,409","109,445","18,491",393.2,,,,All,"
",,
173,174,Eritrea,"3,548",,10 ,,"3,341",,197,,990,3,"23,693","6,608","3,585,649 ",Africa,"1,011","358,565",151
174,175,Liechtenstein,"2,836",,56  ,,"2,698",,82,6,"74,210","1,465","32,252","843,940","38,216 ",Europe,13,682,1
175,176,Vietnam,"2,800",,35 ,,"2,490",,275,,29,0.4,"2,598,753","26,507","98,039,824 ",Asia,"35,014","2,801,138",38
176,177,New Zealand,"2,599",+2,26 ,,"2,490",+5,83,,520,5,"1,982,784","396,390","5,002,100 ",Australia/Oceania,"1,925","192,388",3
177,178,Monaco,"2,413",,31 ,,"2,306",,76,4,"61,143",786,"51,953","1,316,432","39,465 ",Europe,16,"1,273",1
178,179,Turks and Caicos,"2,369",,17 ,,"2,291",,61,2,"60,533",434,"45,274","1,156,838","39,136 ",North America,17,"2,302",1
179,180,Sao Tome and Principe,"2,283",,35 ,,"2,219",,29,,"10,265",157,"12,597","56,640","222,405 ",Africa,97,"6,354",18
180,181,Bermuda,"2,226",+12,20 ,,"1,313",+23,893,35,"35,849",322,"228,306","3,676,840","62,093 ",North America,28,"3,105",0
181,182,Sint Maarten,"2,211",,27 ,,"2,161",,23,1,"51,104",624,"26,322","608,390","43,265 ",North America,20,"1,602",2
182,183,Liberia,"2,091",+5,85 ,,"1,936",+37,70,2,406,16,"92,799","18,011","5,152,314 ",Africa,"2,464","60,615",56
183,184,St. Vincent Grenadines,"1,819",,10 ,,"1,686",,123,2,"16,355",90,"44,286","398,173","111,223 ",North America,61,"11,122",3
184,185,Saint Martin,"1,702",,12 ,,"1,399",,291,7,"43,427",306,"27,588","703,919","39,192 ",North America,23,"3,266",1
185,186,Isle of Man,"1,582",+5,29 ,,"1,543",,10,1,"18,526",340,"44,761","524,170","85,394 ",Europe,54,"2,945",2
186,187,Caribbean Netherlands,"1,548",,15 ,,"1,456",,77,,"58,596",568,"10,025","379,476","26,418 ",North America,17,"1,761",3
187,188,Timor-Leste,"1,509",+57,2 ,,760,+33,747,,"1,127",1,"59,291","44,298","1,338,472 ",Asia,887,"669,236",23
188,189,Antigua and Barbuda,"1,217",,31 ,,995,,191,4,"12,346",314,"16,493","167,309","98,578 ",North America,81,"3,180",6
189,190,Mauritius,"1,204",+1,15 ,,987,+53,202,,945,12,"358,675","281,653","1,273,462 ",Africa,"1,058","84,897",4
190,191,Taiwan,"1,082",+4,11 ,,"1,038",,33,,45,0.5,"513,203","21,517","23,851,377 ",Asia,"22,044","2,168,307",46
191,192,Bhutan,986,+20,1 ,,883,,102,,"1,267",1,"677,407","870,249","778,406 ",Asia,789,"778,406",1
192,193,St. Barth,934,,1 ,,462,,471,,"94,334",101,"26,385","2,664,882","9,901 ",North America,11,"9,901",0
193,195,Faeroe Islands,663,,1 ,,660,,2,,"13,527",20,"249,456","5,089,692","49,012 ",Europe,74,"49,012",0
194,196,Cayman Islands,531,,2 ,,508,,21,,"8,004",30,"87,203","1,314,506","66,339 ",North America,125,"33,170",1
195,197,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,085,878 ",Africa,"120,012","2,908,851",
196,198,Wallis and Futuna,440,+1,5 ,,44,,391,4,"39,711",451,"12,359","1,115,433","11,080 ",Australia/Oceania,25,"2,216",1
197,199,Brunei ,223,,3 ,,210,,10,,506,7,"118,338","268,442","440,832 ",Asia,"1,977","146,944",4
198,200,British Virgin Islands,187,,1 ,,182,,4,,"6,153",33,"35,791","1,177,645","30,392 ",North America,163,"30,392",1
199,201,Dominica,172,, ,,165,,7,,"2,385",,"14,384","199,420","72,129 ",North America,419,,5
200,202,Grenada,157,,1 ,,154,,2,,"1,390",9,"25,623","226,871","112,941 ",North America,719,"112,941",4
201,203,New Caledonia,124,, ,,58,,66,,431,,"29,618","102,949","287,695 ",Australia/Oceania,"2,320",,10
202,204,Laos,88,+28, ,,49,,39,,12,,"149,401","20,299","7,359,914 ",Asia,"83,635",,49
203,205,Fiji,78,+1,2 ,,65,,11,,87,2,"43,487","48,231","901,649 ",Australia/Oceania,"11,560","450,825",21
204,206,Falkland Islands,62,, ,,55,,7,,"17,416",,"7,191","2,019,944","3,560 ",South America,57,,0
205,207,Macao,49,, ,,48,,1,,75,,"4,418","6,731","656,410 ",Asia,"13,396",,149
206,210,Anguilla,29,, ,,25,,4,,"1,919",,"17,376","1,149,967","15,110 ",North America,521,,1
207,211,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,
208,212,Saint Pierre Miquelon,25,, ,,24,,1,,"4,332",,"5,318","921,504","5,771 ",North America,231,,1
209,214,Solomon Islands,20,, ,,18,,2,,29,,"4,500","6,426","700,288 ",Australia/Oceania,"35,014",,156
210,215,Western Sahara,10,,1 ,,8,,1,,16,2,,,"609,025 ",Africa,"60,903","609,025",
211,217,Vanuatu,4,,1 ,,1,,2,,13,3,470,"1,502","312,859 ",Australia/Oceania,"78,215","312,859",666
212,219,Samoa,3,, ,,2,,1,,15,,,,"199,471 ",Australia/Oceania,"66,490",,
213,221,China,"90,541",+21,"4,636 ",,"85,600",+27,305,6,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,897","310,467",9
214,133,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,371",9,,,"9,708,257 ",Asia,730,"107,870",
215,194,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,
216,213,Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 ",North America,250,"4,994",4
217,216,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,
218,208,Saint Kitts and Nevis,44,, ,,44,,0,,822,,"12,381","231,421","53,500 ",North America,"1,216",,4
219,209,Greenland,31,, ,,31,,0,,545,,"20,669","363,577","56,849 ",North America,"1,834",,3
220,218,Marshall Islands,4,, ,,4,,0,,67,,,,"59,510 ",Australia/Oceania,"14,878",,
221,220,Micronesia,1,, ,,1,,0,,9,,,,"115,988 ",Australia/Oceania,"115,988",,
